,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Phage terminase large subunit,1,0
1,"Uncharacterized conserved protein, DUF488 family",1,1
2,"DNA replication initiation complex subunit, GINS family",1,1
3,Ubiquinone biosynthesis protein COQ9,0,1
4,"Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain",0,2
5,"Uncharacterized conserved protein, DUF362 family",1,2
6,"Uncharacterized metal-binding protein, DUF411 family",0,1
7,Phage-related tail protein,0,2
8,"Uncharacterized membrane protein, DUF2068 family",1,0
9,Predicted periplasmic lipoprotein,0,1
10,"Uncharacterized conserved protein, DUF1850 family",1,0
11,"Uncharacterized protein MTH814, DUF2098 family",1,0
12,Predicted ATP-binding protein involved in virulence,0,1
13,"Uncharacterized conserved protein YoxC, contains an MCP-like domain",0,1
14,"Uncharacterized protein, contains phage Mu head morphogenesis gpF-like domain",2,1
15,"Predicted N-acetyltransferase, GNAT superfamily",0,1
16,"Uncharacterized conserved protein, DUF2333 domain",1,1
17,"Predicted sugar epimerase, xylose isomerase-like family",0,2
18,"Uncharacterized conserved protein, DUF1800 family",0,1
19,"Predicted ATPase, archaeal AAA+ ATPase superfamily",0,2
20,Predicted nucleotide-binding protein containing TIR -like domain,1,0
21,"Predicted DNA-binding protein AF1194, contains HTH domain, DUF2240 family",1,3
22,"Uncharacterized conserved protein, DUF763 domain",1,0
23,"Uncharacterized conserved protein, DUF2076 domain",0,1
24,Predicted choloylglycine hydrolase,0,1
25,"Predicted acetyltransferase, GNAT family",2,0
26,"Uncharacterized conserved protein, DUF2067 domain",1,2
27,"Phage-related protein, predicted endonuclease",0,1
28,Conjugal transfer/entry exclusion protein,0,1
29,"Uncharacterized conserved protein, UPF0160 family",0,2
30,Predicted metal-dependent peptidase,2,0
31,Transposase,1,0
32,"Uncharacterized conserved protein, DUF2225 family",1,0
33,"Uncharacterized conserved protein, DUF507 domain",1,0
34,"Uncharacterized conserved protein, DUF1150 family",2,0
35,Site-specific recombinase,0,1
36,Prophage pi2 protein 07,0,3
37,"Uncharacterized conserved protein, DUF2281 domain",1,1
38,Predicted secreted protein,1,2
39,Putative hemolysin,2,0
40,"Predicted transciptional regulator, contains HTH domain",1,0
41,"Bacteriophage DNA transposition protein, AAA+ family ATPase",1,0
42,"Predicted transcriptional regulator, contains two HTH domains",0,1
43,"ABC-type uncharacterized transport system, periplasmic component",0,2
44,"Predicted NTP pyrophosphohydrolase, NUDIX family",0,2
45,"SirA-like two-layered alpha/beta sandwich domain, DUF2249 family",1,1
46,Uncharacterized membrane protein,0,1
47,Uncharacterized membrane protein YjcL,0,1
48,"Uncharacterized conserved protein, DUF1489 domain",0,1
49,"Predicted acyltransferase, contains DUF342 domain",0,1
50,Phosphatidylethanolamine N-methyltransferase,0,1
