,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,lower_90,upper_90,t-statistic,p-value
0,Proteobacteria,Mureine biosynthesis!!!Mureine biosynthesis,-2.0470499429654163,0.8840352869106727,,,50,True,0.0873017109144542,-2.25665479872238,-1.837445087208453,-16.37358731636967,1.6604229634555979e-21
1,Proteobacteria,Lipid A biosynthesis!!!Cysteine biosynthesis,-2.7293576809851463,0.6644523646081444,,,50,True,0.0776502654867259,-2.886899403700493,-2.5718159582697995,-29.045683743579694,1.529276799201066e-32
2,Proteobacteria,Glutamine biosynthesis!!!Purine biosynthesis,-2.079506558785002,0.8845657205429706,,,49,True,0.0759910717797443,-2.2892371804097227,-1.8697759371602811,-16.623221486993472,8.83875196534124e-22
3,Proteobacteria,Fatty acid biosynthesis!!!Pyruvate oxidation,-1.3174972385443482,1.0396168517450688,,,42,True,0.0565194493608654,-1.5639904990272322,-1.0710039780614642,-8.96110167900304,6.738150954773764e-12
4,Proteobacteria,Translation factors,1.9800832425342807,0.6000307210965021,,,50,True,0.0487971681415929,1.837815897997968,2.1223505870705943,23.33431004251291,3.4178269410621406e-28
5,Proteobacteria,23S rRNA modification!!!23S rRNA modification,1.4735299043088017,0.7638970938772661,,,47,True,0.0468286332350049,1.2924098262462536,1.6546499823713492,13.639834422322402,2.6289199709546563e-18
6,Proteobacteria,Biotin biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis,-0.2751348169039452,0.4588695803153342,,,30,True,0.0355123697148476,-0.3839328407128892,-0.1663367930950013,-4.239760121810748,9.869608980690566e-05
7,Proteobacteria,Pyridoxal phosphate biosynthesis!!!Serine biosynthesis,-1.7356235022092457,0.9121793368362888,,,46,True,0.0329420255653882,-1.9519013150443032,-1.519345689374188,-13.454274816785988,4.477461809551952e-18
8,Proteobacteria,Molybdopterin biosynthesis!!!Urea cycle!!!Molybdopterin biosynthesis,2.212388796153476,0.9495387707754872,,,48,True,0.0274245034414947,1.9872530577605452,2.437524534546406,16.475315895775648,1.2831569834898619e-21
9,Proteobacteria,Folate biosynthesis,-0.4667678672680462,0.5993428086150681,,,25,True,0.0272838938053096,-0.6088721076855765,-0.3246636268505158,-5.506943929933723,1.3324339719743564e-06
10,Proteobacteria,Phospholipid biosynthesis!!!Fatty acid biosynthesis,0.3528437149915617,0.4571051523802656,,,36,True,0.0237011602753195,0.2444640372241157,0.4612233927590077,5.458222955273742,1.5802375426735205e-06
11,Proteobacteria,Fatty acid biosynthesis,0.6554646932021285,0.7378554070489516,,,34,True,0.0236842871189774,0.4805191017151017,0.8304102846891552,6.281495330437229,8.605045736596871e-08
12,Proteobacteria,Riboflavin/FAD biosynthesis!!!Fatty acid biosynthesis,0.8061732294475972,0.6425569720776042,,,42,True,0.0217045034414947,0.6538229065112612,0.958523552383933,8.87159554911198,9.167838598213688e-12
13,Proteobacteria,NADH dehydrogenase!!!NADH dehydrogenase!!!NADH dehydrogenase!!!2Fe2S,-0.4188451770447281,0.4723767583081884,,,33,True,0.0196291052114062,-0.53084575411913,-0.3068445999703262,-6.269746759267546,8.972643452185703e-08
14,Proteobacteria,3D,2.2614393566933653,0.5296359051412654,,,50,True,0.0186279646017701,2.1358626301253665,2.387016083261364,30.192044928175957,2.532199190719018e-33
15,Proteobacteria,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Lysine biosynthesis,0.6711715284247242,0.599177447940923,,,44,True,0.0182230088495574,0.5291064950397243,0.8132365618097239,7.920690952561605,2.5262925603580174e-10
16,Proteobacteria,Cysteine biosynthesis!!!Cobalamine/B12 biosynthesis,0.3119573998936227,0.4825629250529496,,,30,True,0.017576204523107,0.1975416816558932,0.4263731181313522,4.571159147418963,3.307408104338741e-05
17,Proteobacteria,Cobalamine/B12 biosynthesis!!!Heme biosynthesis,0.2288392633509114,0.3320159139333182,,,33,True,0.0166594296951819,0.1501182566451672,0.3075602700566556,4.873675872948132,1.1914381904502237e-05
18,Proteobacteria,Non-phosphorylated Entner-Doudoroff pathway,1.948562042822456,1.1355834915408176,,,47,True,0.0161869813176009,1.67931508235757,2.217809003287342,12.133334486687058,2.2487272820457777e-16
19,Proteobacteria,NADH dehydrogenase!!!NADH dehydrogenase!!!2Fe2S,-0.6523039691994809,0.3847192673064231,,,47,True,0.0153095771878071,-0.7435209463096215,-0.5610869920893402,-11.989224330906106,3.4944249677899623e-16
20,Proteobacteria,Thiamine biosynthesis!!!Menaquinone biosynthesis,-0.9332747378911324,1.0952841780074083,,,30,True,0.0122049164208456,-1.1929667270496205,-0.6735827487326447,-6.025147711651266,2.1406664731944992e-07
21,Proteobacteria,Serine biosynthesis,0.9739947646485552,1.0249766858884195,,,34,True,0.0120811799410028,0.7309726889679935,1.217016840329117,6.719355790285396,1.8056394469851402e-08
22,Proteobacteria,Phospholipid biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis,0.5834965825374729,0.6007185336167811,,,36,True,0.0117212192723697,0.441066157583177,0.7259270074917687,6.868347940378867,1.0610142886561486e-08
23,Proteobacteria,Menaquinone biosynthesis!!!Lysine biosynthesis,-1.361721856622553,0.9717964505661556,,,45,True,0.0104951032448377,-1.5921348931404384,-1.131308820104668,-9.908276145141096,2.7310861494390314e-13
24,Proteobacteria,Phospholipid biosynthesis!!!Fatty acid biosynthesis!!!Lysine biosynthesis,0.9433588472260191,0.8734352046015053,,,39,True,0.0100395280235986,0.7362672720544827,1.1504504223975556,7.637148519450608,6.88153051048013e-10
25,Proteobacteria,Pyrimidine biosynthesis!!!Pyrimidine biosynthesis,0.0185792190257163,0.3144504701329308,,,31,False,0.0092521140609636,-0.0559770191819811,0.0931354572334138,0.4177920852425622,0.6779243223115601
26,Proteobacteria,Pyruvate oxidation,0.242127630606492,0.4197689655852827,,,27,True,0.0087571681415931,0.1426003664966789,0.3416548947163051,4.078674307800821,0.00016606103320578064
27,Proteobacteria,Molybdopterin biosynthesis!!!Pyrimidine degradation,-0.3228741620590646,0.4591068486831229,,,33,True,0.0074804326450343,-0.4317284422219601,-0.2140198818961692,-4.972840420846495,8.490897864585397e-06
28,Proteobacteria,Arginine biosynthesis!!!Biotin biosynthesis,-0.0075720572595702,0.2515699622737117,,,19,False,0.007176715830875,-0.0672193207069785,0.0520752061878379,-0.212833558799417,0.8323397743218599
29,Proteobacteria,Folate biosynthesis!!!Mureine biosynthesis,-0.0764391692450564,0.206983552445945,,,19,True,0.0069236184857424,-0.1255149904219548,-0.0273633480681581,-2.6113502393172627,0.011935448692159206
30,Proteobacteria,Glutamine biosynthesis,-0.2711020118925939,0.4040572269811545,,,32,True,0.0068448770894788,-0.3669040211934978,-0.17530000259169,-4.744329718708636,1.8480230734893793e-05
31,Proteobacteria,Cobalamine/B12 biosynthesis!!!Pyrimidine degradation,-0.2939990385981709,0.4951285946923655,,,24,True,0.0062655653883972,-0.4113940783757266,-0.1766039988206152,-4.198681233190705,0.00011278349623694931
32,Proteobacteria,Histidine biosynthesis,0.1718207729616729,0.3675989464226196,,,17,True,0.0061530776794495,0.0846630256611282,0.2589785202622175,3.305113763036538,0.0017806115358657245
33,Proteobacteria,Cysteine biosynthesis!!!Proline biosynthesis,-0.1160111336460967,0.3034858920663325,,,29,True,0.0054275319567353,-0.1879676692874898,-0.0440545980047036,-2.7030007469462256,0.009417347979584864
34,Proteobacteria,"Isoleucine, leucine, valine biosynthesis!!!Isoleucine, leucine, valine biosynthesis",-1.0807780657796455,0.5098356801610675,,,50,True,0.0049325860373647,-1.201660157006296,-0.9598959745529952,-14.989643310743443,6.203101200906725e-20
35,Proteobacteria,Isoprenoid biosynthesis!!!Isoprenoid biosynthesis,-0.1230592138464393,0.3613177207293393,,,21,True,0.0047301081612588,-0.2087276819011093,-0.0373907457917694,-2.4082960675899376,0.01983450385051569
36,Proteobacteria,Molybdopterin biosynthesis,-0.1658184206836255,0.4459411569646713,,,23,True,0.0040608062930186,-0.2715511140111919,-0.0600857273560591,-2.629300477872785,0.011398398403400647
37,Proteobacteria,Ribosome 30S subunit,0.1600682615072813,0.3940618535758705,,,13,True,0.0037908357915437,0.0666361562496571,0.2535003667649055,2.8722737848754534,0.006006575645274132
38,Proteobacteria,Pyrimidine salvage!!!Thymidylate biosynthesis,-0.6138561792171882,0.472465184653506,,,42,True,0.0035152409046214,-0.7258777221869902,-0.5018346362473861,-9.187171480499,3.1072122761658155e-12
39,Proteobacteria,NADH dehydrogenase!!!NADH dehydrogenase!!!NADH dehydrogenase,-0.1349616310425265,0.3831182802277903,,,35,True,0.0030371681415929,-0.2257990139547271,-0.0441242481303259,-2.4909352916657035,0.016177306880662178
