,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Prophage pi2 protein 07,5,1
1,Predicted metal-dependent peptidase,4,0
2,"Uncharacterized conserved protein, DUF2256 family",5,0
3,Phage terminase large subunit,5,0
4,"Uncharacterized conserved protein, DUF1062 domain",6,0
5,Muramidase (phage lambda lysozyme),4,2
6,"Uncharacterized protein, contains DUF1512 domain",6,0
7,"Uncharacterized protein MTH814, DUF2098 family",5,1
8,Phage-related protein,5,0
9,"Uncharacterized conserved protein, DUF697 family",5,0
10,"Predicted hydrolase, HD superfamily",4,0
11,Prophage antirepressor,5,1
12,Uncharacterized Fe-S cluster protein,6,0
13,Esterase/lipase superfamily enzyme,5,1
14,"Uncharacterized conserved protein, DUF2267 family",5,0
15,"Predicted DNA-binding protein, UPF0251 family",5,0
16,Phage-related minor tail protein,5,0
17,"Uncharacterized protein, contains GH25 family domain",5,0
18,Conjugal transfer/entry exclusion protein,5,0
19,"Uncharacterized conserved protein, DUF2132 family",3,1
20,"Uncharacterized conserved protein, DUF951 family",5,0
21,"Thiol-disulfide interchange protein, contains DsbC and DsbD domains",6,0
22,"Uncharacterized conserved protein, DUF1330 family",4,0
23,Phage protein U,6,0
24,"Uncharacterized metal-binding protein MJ0455, DUF1847 family",5,0
25,Predicted metal-dependent hydrolase,5,1
26,Selenophosphate synthetase-related protein,6,0
27,Predicted SAM-depedendent methyltransferase,6,0
28,"Membrane-associated enzyme, PAP2 (acid phosphatase) superfamily",5,0
29,Predicted heme/steroid binding protein,5,1
30,"Predicted P-loop ATPase, KAP-like",6,0
31,"Uncharacterized conserved protein, DUF2145 domain",3,0
32,"Predicted transcription regulator, contains HTH domain, MarR family",6,0
33,"Uncharacterized conserved protein, DUF2150 domain",4,0
34,Predicted methyltransferase,6,0
35,"Uncharacterized membrane protein, DUF1624 family",5,1
36,"Uncharacterized conserved protein, DUF2321 domain",6,0
37,"Uncharacterized conserved protein, DUF2153 domain",4,1
38,"Predicted phosphohydrolase or phosphomutase, AlkP superfamily",6,0
39,Uncharacterized conserved protein MJ0498,5,0
40,"Uncharacterized conserved protein, heparinase superfamily",6,0
41,Predicted metal-dependent enzyme of the double-stranded beta helix superfamily,6,0
42,"Uncharacterized membrane protein, DUF2068 family",6,0
43,Uncharacterized membrane protein YjcL,5,0
44,"Predicted acetyltransferase, GNAT family",6,0
45,"Predicted acyltransferase, LPLAT superfamily",6,0
46,"Predicted ATPase, archaeal AAA+ ATPase superfamily",5,0
47,Uncharacterized domain associated with phage/plasmid primase,5,0
48,"Uncharacterized conserved protein, DUF2239 domain",6,0
49,"Uncharacterized conserved protein, DUF1853 domain",4,1
50,"Predicted nucleic-acid-binding protein, contains Zn-ribbon domain",5,0
51,"Uncharacterized conserved protein, contains ACT domain",6,0
52,Phage terminase large (ATPase) subunit and inactivated derivatives,4,0
53,Bacteriophage protein gp37,4,1
54,"Extracellular solute-binding protein, contains Ig-fold domain",6,0
55,"Predicted transcriptional regulator, contains an HTH and PUA-like domains",5,0
56,Predicted glycosyltransferase,6,0
57,"Beta-xylosidase, GH43 family",5,0
58,Uncharacterized integral membrane protein,5,0
59,"Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain",5,0
60,"Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats",4,0
61,"Uncharacterized conserved protein, DUF779 family",6,0
62,"Uncharacterized conserved protein, DUF3820 family",4,0
63,Extracellular substrate-binding protein,4,2
64,"Uncharacterized conserved protein, DUF736 family",5,1
65,Site-specific recombinase,5,0
66,"Uncharacterized conserved protein, contains ferredoxin domain",5,0
67,Predicted ferric reductase,4,1
68,Predicted dioxygenase of extradiol dioxygenase family,6,0
69,"Uncharacterized conserved protein, DUF1365 family",4,1
70,"Uncharacterized membrane protein, DUF368 family",6,0
71,"Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)",6,0
72,"Uncharacterized protein, contains DUF2192 domain",4,0
73,"Uncharacterized copper-binding protein, cupredoxin-like subfamily",5,0
74,"Predicted nuclease, RecB family",5,0
75,Predicted choloylglycine hydrolase,6,0
76,"Phage-related protein, tail assembly protein I",4,1
77,"Uncharacterized conserved protein, DUF2290 domain",5,0
78,Ubiquitin C-terminal hydrolase,6,0
79,Predicted acetyltransferase,6,0
80,"Uncharacterized conserved protein, DUF2195 domain",5,0
81,"Uncharacterized metal-binding protein, DUF2103 family",4,1
82,"Uncharacterized conserved protein, DUF1489 domain",5,0
83,"Predicted transciptional regulator, contains HTH domain",5,1
84,Predicted cation transporter,6,0
85,Predicted DNA-binding protein with an HTH domain,5,1
86,"Predicted transcriptional regulator, contains two HTH domains",6,0
87,Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme,6,0
88,Predicted N-acyltransferase,3,0
