,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance
0,Deinococcota,Lipoate biosynthesis,-0.2532200844549295,0.5024397995202238,-0.3529150411869947,-0.15352512772286428,33,True,0.025308254963426997
1,Deinococcota,Pyrimidine salvage,-0.09836966598065298,0.3184673447329475,-0.16156049637276038,-0.03517883558854559,18,True,0.021145245559038406
2,Deinococcota,Thiamine biosynthesis,-0.351141507452348,0.8055036396190328,-0.5109709050757506,-0.19131210982894542,29,True,0.015724137931034294
3,Deinococcota,Na+-translocating NADH dehydrogenase,-0.26724772180671724,0.5198843748655712,-0.3704040607499933,-0.16409138286344116,32,True,0.01062068965517223
4,Deinococcota,Methionine biosynthesis,-0.16840490792112864,0.45149288240939367,-0.2579908909973522,-0.07881892484490512,19,True,0.005684430512016429
5,Deinococcota,Isoprenoid biosynthesis,0.04483303279772262,0.22790377780942267,-0.0003880211265098604,0.0900540867219551,4,False,0.005078369905956004
6,Deinococcota,Aromatic amino acid biosynthesis,0.07618017626876233,0.2639646678764096,0.023803859408789187,0.1285564931287355,14,True,0.002010449320793898
7,Deinococcota,Entner-Doudoroff pathway,0.04815332678366319,0.33385929934562486,-0.01809160133437685,0.11439825490170324,13,False,0.0018725182863112237
8,Deinococcota,Pyruvate oxidation,-0.0877832855550336,0.3070166466844319,-0.1487020490296938,-0.02686452208037341,12,True,0.0017053291536048103
9,Deinococcota,Lysine biosynthesisTCA cycle,0.2826753474719484,0.49955741314586194,0.18355231873036382,0.38179837621353296,38,True,0.0016844305120165732
10,Deinococcota,Pyrimidine salvagetRNA modification,-0.11407869776180952,0.44252291363338286,-0.20188484442804663,-0.026272551095572416,12,True,0.0016300940438867724
11,Deinococcota,Threonine biosynthesis,-0.1631447707183682,0.484353188868567,-0.2592509515053979,-0.06703858993133849,26,True,0.001136886102403108
12,Deinococcota,RNA polymerase,-0.15547890447401763,0.41354470035904767,-0.23753514493991773,-0.07342266400811753,17,True,0.0010574712643675415
13,Deinococcota,Glycine cleavagePyruvate oxidation,-0.19181994221878595,0.4310081842999997,-0.27734131677148977,-0.10629856766608214,23,True,0.0008610240334377591
14,Deinococcota,Arginine biosynthesis,-0.21022605317628124,0.42245702055544454,-0.2940506913232777,-0.12640141502928476,38,True,0.0006436781609194439
15,Deinococcota,Lipid A biosynthesis,0.04270752864202573,0.204009536514002,0.00222761057997449,0.08318744670407698,7,True,0.0005893416927897169
16,Deinococcota,Glycolysis,0.008164228161571092,0.08164228161571092,-0.008035371752602834,0.02436382807574502,1,False,0.00031347962382444194
17,Deinococcota,Aminoacyl-tRNA synthetases,0.004094797219653754,0.039978569452715655,-0.0038378183008608065,0.012027412740168315,6,False,0.000292580982235983
18,Deinococcota,Cysteine biosynthesis,0.040953467182365484,0.19332853052174645,0.0025928924352141766,0.0793140419295168,16,True,8.359456635302169e-05
19,Deinococcota,23S rRNA modification,-0.020128854170554843,0.14564470533219573,-0.04902792349231782,0.008770215151208134,2,False,4.597701149422484e-05
20,Deinococcota,Archaeal ribosomal proteins,-0.004172581305325552,0.039381310633661085,-0.011986687718519504,0.0036415251078684005,2,False,4.179728317602975e-06
21,Deinococcota,Proline biosynthesis,-0.00023285057169559266,0.0023285057169559267,-0.0006948766232224755,0.00022917547983129013,1,False,0.0
22,Deinococcota,Ubiquinone biosynthesis,0.0,0.0,,,0,False,0.0
23,Deinococcota,Translation factors,-0.003664454508382351,0.03222739376992822,-0.010059068610506035,0.002730159593741334,2,False,0.0
24,Deinococcota,Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0
25,Deinococcota,Proline degradation,0.0,0.0,,,0,False,0.0
26,Deinococcota,Glutamine biosynthesis,-0.0004533689721150846,0.0038120052657346624,-0.0012097535188661927,0.00030301557463602346,2,False,0.0
27,Deinococcota,Purine biosynthesis,-0.009496442150772038,0.09496442150772039,-0.028339443645355497,0.009346559343811421,1,False,0.0
28,Deinococcota,Urea cycle,0.002544427381668657,0.02544427381668657,-0.0025042685609211433,0.007593123324258457,1,False,0.0
29,Deinococcota,Ribosome 50S subunit,0.0,0.0,,,0,False,0.0
30,Deinococcota,CRISPR-Cas system,-0.0006152631063786025,0.006152631063786025,-0.0018360785916929153,0.0006055523789357102,1,False,0.0
31,Deinococcota,Molybdopterin biosynthesis,-0.002773821419506401,0.02773821419506401,-0.008277684900548879,0.002730042061536076,1,False,0.0
32,Deinococcota,Ribosome 30S subunit,0.0,0.0,,,0,False,0.0
33,Deinococcota,tRNA modification,0.00018716711599732632,0.0018716711599732635,-0.00018421304832956045,0.0005585472803242131,1,False,0.0
34,Deinococcota,Asparagine biosynthesis,0.0,0.0,,,0,False,0.0
35,Deinococcota,Lysine biosynthesis,0.00383123140208729,0.046919424945502025,-0.005478600431103157,0.013141063235277736,3,False,0.0
36,Deinococcota,"Isoleucine, leucine, valine biosynthesis",0.0,0.0,,,0,False,0.0
37,Deinococcota,Cobalamine/B12 biosynthesis,0.16490763427090452,0.43888458893038435,0.07782341015974564,0.2519918583820634,19,True,-4.1797283178250195e-06
38,Deinococcota,Fatty acid biosynthesis,0.00874085038287445,0.09172186320412898,-0.009458757196484873,0.026940457962233773,3,False,-2.0898641588310934e-05
39,Deinococcota,Purine salvage,-0.01811452911351384,0.1273715639470097,-0.04338781074589672,0.007158752518869039,3,False,-3.761755485901889e-05
40,Deinococcota,Riboflavin/FAD biosynthesis,0.006826380722403865,0.12970774711788732,-0.018910450334927498,0.03256321177973523,4,False,-6.26959247649328e-05
41,Deinococcota,2Fe2S,-0.0034190908314707304,0.03421753169776433,-0.010208591474819697,0.003370409811878235,3,False,-0.00028840125391860205
42,Deinococcota,NADH dehydrogenase,0.02202228565461471,0.12542524718763284,-0.002864804507072081,0.0469093758163015,4,False,-0.0005057471264369173
43,Deinococcota,Biotin biosynthesis,0.01887454061271211,0.11193775680863907,-0.0033363388446437034,0.04108542007006792,3,False,-0.0005684430512017761
44,Deinococcota,"TCA cycle, glyoxylate bypass",0.013808358598975685,0.08035428073186413,-0.002135673996469547,0.029752391194420916,4,False,-0.00057680250783713
45,Deinococcota,Glycine cleavage,0.033854216486662245,0.1740579354277127,-0.0006826541153648683,0.06839108708868935,5,False,-0.0006812957157785368
46,Deinococcota,Serine biosynthesis,0.017163458144770063,0.17163458144770063,-0.01689256645259246,0.05121948274213259,1,False,-0.0006812957157785368
47,Deinococcota,Pyrimidine biosynthesis,-0.058822080519023434,0.21922690280715607,-0.10232145419669397,-0.015322706841352889,10,True,-0.0007356321839081156
48,Deinococcota,Folate biosynthesis,-0.037621471261860884,0.2521003112914094,-0.08764364237636393,0.012400699852642173,14,False,-0.0009487983281089019
49,Deinococcota,Heme biosynthesis,0.020758868387954137,0.15207000620078348,-0.00941512002400837,0.050932856799916645,2,False,-0.0010491118077326316
50,Deinococcota,Gluconeogenesis,-0.06924831455390625,0.267058419603595,-0.12223849887596344,-0.016258130231849056,19,True,-0.0012330198537096049
51,Deinococcota,"Histidine biosynthesis, Purine biosynthesis",1.720361312383963,1.18021391519416,1.4861812666904946,1.9545413580774313,89,True,-0.0012580982236157408
52,Deinococcota,16S rRNA modification,0.04765641482814861,0.20419348642452836,0.007139997113027881,0.08817283254326935,10,True,-0.0012706374085684757
53,Deinococcota,Histidine biosynthesis,-0.023989603623909155,0.14769967897875086,-0.053296424300111965,0.005317217052293655,4,False,-0.0012789968652038297
54,Deinococcota,Na+-translocating Fd:NADH oxidoreductase,-0.022404416298444634,0.2027782243059464,-0.06264001530491352,0.01783118270802425,2,False,-0.0028672936259144244
55,Deinococcota,Unannotated,-0.20717183691864163,0.4452520505960044,-0.295519503567301,-0.11882417026998225,33,True,-0.00326436781609211
56,Deinococcota,Non-phosphorylated Entner-Doudoroff pathway,0.042813021415847655,0.2277108670190932,-0.0023697548223547624,0.08799579765405008,6,False,-0.004468129571577902
57,Deinococcota,Pyrimidine degradation,-0.08258445665826401,0.35597508993790355,-0.15321763743522565,-0.01195127588130239,15,True,-0.004923719958202992
58,Deinococcota,A/V-type ATP synthase,-0.2564198459368219,0.6410407243411117,-0.38361623312132576,-0.12922345875231803,24,True,-0.005814002089864341
59,Deinococcota,TCA cycle,0.07181045762454255,0.31444133602685514,0.009418474704590174,0.13420244054449493,17,True,-0.006068965517241527
60,Deinococcota,Pantothenate/CoA biosynthesis,0.02254568078734479,0.21103531870495812,-0.019328304886796748,0.06441966646148632,3,False,-0.006294670846395197
61,Deinococcota,Unknown,0.12495863331843655,0.32289519789927484,0.060889220795187354,0.18902804584168575,34,True,-0.007895506792058749
62,Deinococcota,3D,-0.270247296587258,0.6155003038938516,-0.39237591025175056,-0.1481186829227654,32,True,-0.008593521421107772
63,Deinococcota,Phospholipid biosynthesis,0.015145313530104655,0.2000442388882181,-0.024547803455260822,0.05483843051547013,10,False,-0.010014629049112026
64,Deinococcota,NAD biosynthesis,0.09141496770805985,0.35730587348842086,0.020517730603125686,0.16231220481299402,14,True,-0.010708463949843447
65,Deinococcota,FoF1-type ATP synthase,-0.3200150960307753,0.46573846902584515,-0.4124277125518537,-0.22760247950969698,58,True,-0.011678160919540362
66,Deinococcota,Mureine biosynthesis,-0.4364881210051711,0.6911065649405935,-0.5736186571505772,-0.2993575848597649,46,True,-0.014415882967607393
67,Deinococcota,Pentose phosphate pathway,0.11863557378288424,0.3846315488412017,0.04231632985330901,0.19495481771245948,16,True,-0.014486938349007458
68,Deinococcota,Pyridoxal phosphate biosynthesis,0.18108520334702968,0.4251968760438912,0.09671691842954717,0.2654534882645122,22,True,-0.017659352142110823
69,Deinococcota,Thymidylate biosynthesis,0.2993768923873478,0.6118536738098111,0.17797184924571868,0.42078193552897697,29,True,-0.03470428422152586
0,Cyanobacteriota,Ribosome 30S subunit,0.6346742865033482,0.6041927961671141,0.5147893276899265,0.75455924531677,69,True,6.80555555555203e-05
1,Cyanobacteriota,2Fe2S,0.2016435194386864,0.6118016456482017,0.08024879981307943,0.3230382390642934,20,True,1.7013888888935586e-05
2,Cyanobacteriota,Pentose phosphate pathway,-0.04642008095836561,0.2834101259546527,-0.1026547985732089,0.00981463665647768,4,False,0.0
3,Cyanobacteriota,Unannotated,0.0,0.0,,,0,False,0.0
4,Cyanobacteriota,Cysteine biosynthesis,-0.008227657517690678,0.05272382687528595,-0.018689208621125823,0.0022338935857444658,3,False,0.0
5,Cyanobacteriota,Heme biosynthesis,0.0,0.0,,,0,False,0.0
6,Cyanobacteriota,TCA cycle,0.022331143914549538,0.2233114391454954,-0.021978690387279627,0.06664097821637871,1,False,0.0
7,Cyanobacteriota,Pyrimidine salvagetRNA modification,0.020521911218717392,0.21780738318688342,-0.02269579896959874,0.06373962140703353,4,False,0.0
8,Cyanobacteriota,RNA polymerase,0.0,0.0,,,0,False,0.0
9,Cyanobacteriota,Pyridoxal phosphate biosynthesis,-0.048604070218674134,0.24135605671399465,-0.09649434812679406,-0.0007137923105542121,7,True,0.0
10,Cyanobacteriota,Riboflavin/FAD biosynthesis,0.0,0.0,,,0,False,0.0
11,Cyanobacteriota,3D,0.0,0.0,,,0,False,0.0
12,Cyanobacteriota,Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0
13,Cyanobacteriota,Glutamine biosynthesis,-0.16791447208104027,0.47187796109393065,-0.26154529702563345,-0.07428364713644707,20,True,0.0
14,Cyanobacteriota,Purine biosynthesis,-0.12790750874745946,0.36636342195639393,-0.20060195997331998,-0.05521305752159894,18,True,0.0
15,Cyanobacteriota,"Histidine biosynthesis, Purine biosynthesis",-0.003837552465160339,0.03837552465160339,-0.01145208911883542,0.003776984188514742,1,False,0.0
16,Cyanobacteriota,Biotin biosynthesis,0.0073154855109136396,0.05905715208207211,-0.004402734715993738,0.019033705737821018,2,False,0.0
17,Cyanobacteriota,Isoprenoid biosynthesis,0.00038245214472635425,0.003824521447263542,-0.00037641588398052984,0.0011413201734332384,1,False,0.0
18,Cyanobacteriota,A/V-type ATP synthase,-0.19898139999960646,0.38792849494403553,-0.275954829563727,-0.1220079704354859,33,True,0.0
19,Cyanobacteriota,Methionine biosynthesis,0.1513573576866086,0.4456002374904058,0.0629406032041328,0.2397741121690844,15,True,0.0
20,Cyanobacteriota,Threonine biosynthesis,0.0,0.0,,,0,False,0.0
21,Cyanobacteriota,Pyrimidine salvage,0.0,0.0,,,0,False,0.0
22,Cyanobacteriota,Lysine biosynthesis,-0.01712454789602266,0.12328751336126177,-0.04158746528809954,0.007338369496054223,2,False,0.0
23,Cyanobacteriota,Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0
24,Cyanobacteriota,Folate biosynthesis,0.0,0.0,,,0,False,0.0
25,Cyanobacteriota,Translation factors,0.029109463089287222,0.15493279441808458,-0.0016325646136100963,0.05985149079218454,6,False,0.0
26,Cyanobacteriota,Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0
27,Cyanobacteriota,Ribosome 50S subunit,0.0,0.0,,,0,False,0.0
28,Cyanobacteriota,Purine salvage,0.0,0.0,,,0,False,0.0
29,Cyanobacteriota,Molybdopterin biosynthesis,0.0,0.0,,,0,False,0.0
30,Cyanobacteriota,Asparagine biosynthesis,0.0,0.0,,,0,False,0.0
31,Cyanobacteriota,Arginine biosynthesis,0.0,0.0,,,0,False,0.0
32,Cyanobacteriota,16S rRNA modification,0.0,0.0,,,0,False,0.0
33,Cyanobacteriota,Unknown,0.0,0.0,,,0,False,0.0
34,Cyanobacteriota,CRISPR-Cas system,0.0,0.0,,,0,False,0.0
35,Cyanobacteriota,Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0
36,Cyanobacteriota,Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0
37,Cyanobacteriota,Na+-translocating NADH dehydrogenase,0.0,0.0,,,0,False,0.0
38,Cyanobacteriota,NADH dehydrogenase,-0.11155094964123509,0.33937819827501164,-0.17889094704021036,-0.04421095224225981,18,True,0.0
39,Cyanobacteriota,Mureine biosynthesis,-0.008730588484587238,0.0808888203760328,-0.02478068534235376,0.007319508373179283,2,False,0.0
40,Cyanobacteriota,Aromatic amino acid biosynthesis,0.01816494479598529,0.18647752113765198,-0.01883624105567949,0.055166130647650066,7,False,0.0
41,Cyanobacteriota,Pyruvate oxidation,0.0,0.0,,,0,False,0.0
42,Cyanobacteriota,Proline degradation,0.0,0.0,,,0,False,0.0
43,Cyanobacteriota,Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0
44,Cyanobacteriota,Lipoate biosynthesis,0.0,0.0,,,0,False,0.0
45,Cyanobacteriota,Serine biosynthesis,-0.000878747400494042,0.008787474004940421,-0.0026223728886485094,0.0008648780876604253,1,False,0.0
46,Cyanobacteriota,Gluconeogenesis,-0.00016363651730838804,0.0016363651730838802,-0.0004883268688375356,0.00016105383422075953,1,False,0.0
47,Cyanobacteriota,Urea cycle,0.0,0.0,,,0,False,0.0
48,Cyanobacteriota,Proline biosynthesis,0.17612645850311134,0.4544605809696657,0.08595161964786185,0.26630129735836083,20,True,0.0
49,Cyanobacteriota,"TCA cycle, glyoxylate bypass",0.0,0.0,,,0,False,0.0
50,Cyanobacteriota,Aminoacyl-tRNA synthetases,-0.08278495167576873,0.3311717087933531,-0.14849660352055555,-0.017073299830981895,10,True,0.0
51,Cyanobacteriota,Pyrimidine degradation,0.0,0.0,,,0,False,0.0
