,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Predicted periplasmic protein,1,0
1,Thiol-disulfide isomerase or thioredoxin,1,0
2,Predicted amino acid racemase,4,1
3,Replication fork clamp-binding protein CrfC (dynamin-like GTPase family),0,1
4,Uncharacterized archaeal Zn-finger protein,1,2
5,tRNA splicing endonuclease subunit SEN34,1,1
6,"Uncharacterized conserved protein YigA, DUF484 family",1,1
7,Predicted metal-dependent hydrolase,1,0
8,"ABC-type antimicrobial peptide export system, permease component SapB",1,1
9,"Electron transfer flavoprotein, alpha subunit FixB",4,1
10,Cyanate permease,2,0
11,"Predicted glycosyl hydrolase, GH114 family",1,0
12,"Uncharacterized conserved protein, DUF2237 family",0,1
13,"ABC-type polysaccharide transport system, permease component",1,1
14,Uncharacterized conserved protein related to deoxyribodipyrimidine photolyase,2,1
15,"Uncharacterized conserved protein, DUF1365 family",1,0
16,"ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ",1,1
17,"Predicted Kef-type K+ transport protein, K+/H+ antiporter domain",1,2
18,Predicted secreted Zn-dependent protease,0,1
19,Ribosomal protein S1,0,1
20,Plastocyanin domain containing protein,0,2
21,DNA-adenine methylase,1,1
22,"Uncharacterized conserved protein, DUF2111 domain",2,1
23,DMSO reductase anchor subunit DmsC,1,1
24,Flagellar biosynthesis protein FlhB,1,0
25,Protein-tyrosine-phosphatase,2,0
26,"DNA primase, phage- or plasmid-associated",0,1
27,Predicted metallopeptidase,2,1
28,Type II secretory pathway component GspD/PulD (secretin),1,2
29,"Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily",2,2
30,Galactose mutarotase or related enzyme,0,2
31,"Accessory colonization factor AcfC, contains ABC-type periplasmic domain",0,1
32,"Predicted secreted protein YlbL, contains PDZ domain",1,2
33,"Fructose-bisphosphate aldolase class Ia, DhnA family",3,0
34,"Redox-sensitive bicupin YhaK, pirin superfamily",0,1
35,"Tetrahydromethanopterin S-methyltransferase, subunit D",1,0
36,"Uncharacterized membrane protein, DUF485 family",1,3
37,NADH:ubiquinone oxidoreductase subunit 6 (chain J),0,1
38,Nicotinate-nucleotide adenylyltransferase NadD,4,0
39,Primosomal protein N' (replication factor Y) - superfamily II helicase,3,0
40,Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases,0,2
41,Intermembrane transporter PqiABC lipoprotein subunit PqiC,1,0
42,"DNA helicase TIP49, TBP-interacting protein",1,2
43,"Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains",4,1
44,"YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis",0,1
45,"C-terminal processing protease CtpA/Prc, contains a PDZ domain",1,0
46,Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase,0,2
47,"Uncharacterized conserved protein YfaP, DUF2135 family",2,1
48,"Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain",4,1
49,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF",1,1
50,Flavorubredoxin,1,1
51,Mitochondrial DNA-directed RNA polymerase,0,1
52,"Uncharacterized conserved protein, DUF58 family, contains vWF domain",0,2
53,"Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family",1,0
54,"Two-component response regulator, SAPR family, consists of REC, wHTH and BTAD domains",2,3
55,"Uncharacterized conserved protein, DUF2225 family",3,1
56,Hemerythrin domain-containing protein,1,1
57,Type IV pilus assembly protein PilV,1,0
58,"ABC-type Fe3+ transport system, permease component",1,0
59,"Beta-phosphoglucomutase, HAD superfamily",0,1
60,"Tetrahydromethanopterin S-methyltransferase, subunit B",2,2
61,L-cysteine desulfidase YhaM,1,0
62,Uncharacterized conserved protein with an alpha/beta hydrolase fold,0,2
63,"Periplasmic protein TonB, links inner and outer membranes",1,2
64,"Ethanolamine utilization protein EutP, contains a P-loop NTPase domain",0,1
65,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains",1,3
66,Glucan phosphorylase,0,1
67,"Predicted transcriptional regulator, contains HTH domain",1,1
68,"Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains",0,1
69,Phosphoribosylanthranilate isomerase,0,3
70,"rRNA processing protein Krr1/Pno1, contains KH domain",0,2
71,"Uncharacterized conserved protein, DUF971 family",1,0
72,"Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family",1,2
73,"Uncharacterized conserved protein, conains N-terminal glutamine amidotransferase (GATase1)-like domain",0,4
74,"Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family",2,1
75,P2-like prophage tail protein X,1,1
76,"Thiamin phosphate synthase YjbQ, UPF0047 family",2,0
77,Radical SAM superfamily enzyme PflX,0,1
78,Glycerophosphoryl diester phosphodiesterase,1,0
79,"Competence protein CoiA, contains predicted nuclease domain",1,0
80,CRISPR/Cas system-associated endonuclease Cas3-HD,1,1
81,Indole-3-glycerol phosphate synthase,1,0
82,"DNA-directed RNA polymerase, subunit E'/Rpb7",1,5
83,"Alcohol dehydrogenase, class IV",2,2
84,Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase,1,0
85,"GAF domain-containing protein, putative methionine-R-sulfoxide reductase",1,0
86,"Uncharacterized protein STM3548, contains class I glutamine amidotransferase domain",3,1
87,"Predicted P-loop ATPase, KAP-like",0,1
88,"Mannitol/fructose-specific phosphotransferase system, IIA domain",1,1
89,Glutaredoxin 2,0,1
90,"L-cystine transporter TcyP, sodium:dicarboxylate symporter family",0,1
91,Holliday junction resolvase RusA (prophage-encoded endonuclease),2,2
92,Adenylylsulfate kinase or related kinase,2,2
93,"Predicted rRNA methylase YqxC, contains S4 and FtsJ domains",0,1
94,Ribosomal protein S8E,1,0
95,Protein tyrosine/serine phosphatase Oca4,1,1
96,"ABC-type antimicrobial peptide export system, ATPase component SapF",2,1
97,Flagellar biosynthesis regulator FlaF,2,2
98,Sensor histidine kinase WalK,0,1
99,"3'-5' exoribonuclease YhaM, can participate in 23S rRNA maturation,  HD superfamily",1,0
100,"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain",2,2
101,"Inorganic triphosphatase YgiF, contains CYTH and CHAD domains",1,0
102,"Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)",0,4
103,"Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family",1,1
104,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family",1,2
105,"FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains",0,1
106,Endonuclease I,2,0
107,Methionyl-tRNA synthetase,0,2
108,Energy-converting hydrogenase Eha subunit D,2,1
109,Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase,2,0
110,DNA-binding SWIB/MDM2 domain,2,0
111,"Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily",0,1
112,"Predicted thiol-disulfide oxidoreductase YuxK, DCC family",0,1
113,DNA replication protein DnaD,1,0
114,Ribosomal protein L2,1,1
115,"Endo-1,4-beta-mannosidase",5,0
116,Broad-specificity NMP kinase,0,2
117,Rad3-related DNA helicase DinG,1,0
118,"Hydroxypyruvate/dehydroerythronate isomerase, Hyi/OtnI family",2,0
119,DnaJ domain-containing protein,2,0
120,"SAM-dependent methyltransferase, MidA family",2,0
121,"2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family",1,0
122,"Type III secretory pathway, lipoprotein EscJ",1,1
123,"Predicted endonuclease, GIY-YIG superfamily",0,1
124,"Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain",1,1
125,Glutamine synthetase type III,2,0
126,"Transposase and inactivated derivatives, IS5 family",1,1
127,"Uncharacterized conserved protein, DUF2236 family",0,2
128,Arginine exporter protein ArgO,1,1
129,"Uncharacterized pentameric protein YbjQ, UPF0145 family",2,1
130,"Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate",2,1
131,Ni/Fe-hydrogenase 2 integral membrane subunit HybB,1,1
132,DNA-binding transcriptional regulator ModE (molybdenum-dependent),0,1
133,Trehalose utilization protein,2,1
134,Chitinase,3,1
135,LPS sulfotransferase NodH,1,0
136,"Uncharacterized conserved protein, cupin superfamily",1,1
137,"Uncharacterized conserved protein, DUF1850 family",0,1
138,tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC,0,3
