,feature_name,cultured_feature_counts,uncultured_feature_counts
0,FoF1-type ATP synthase,5,1
1,Pyrimidine degradation,5,4
2,"Histidine biosynthesis, Purine biosynthesis",7,2
3,Purine biosynthesis,11,0
4,Folate biosynthesis,8,0
5,Methionine biosynthesis,4,1
6,Unknown,5,2
7,Lipid A biosynthesis,7,0
8,Riboflavin/FAD biosynthesis,7,3
9,Pyrimidine biosynthesis,3,3
10,Urea cycle,3,2
11,Ribosome 50S subunit,2,4
12,Pentose phosphate pathway,8,2
13,3D,2,1
14,Glutamine biosynthesis,3,1
15,23S rRNA modification,5,2
16,Thiamine biosynthesis,6,1
17,Proline biosynthesis,8,1
18,Non-phosphorylated Entner-Doudoroff pathway,4,3
19,Asparagine biosynthesis,7,2
20,Isoprenoid biosynthesis,5,0
21,Heme biosynthesis,6,1
22,Phospholipid biosynthesis,1,1
23,Molybdopterin biosynthesis,3,0
24,Pyrimidine salvagetRNA modification,5,0
25,Archaeal ribosomal proteins,4,1
26,Na+-translocating NADH dehydrogenase,5,2
27,Lysine biosynthesisTCA cycle,4,2
28,16S rRNA modification,4,0
29,Glycolysis,3,0
30,Gluconeogenesis,6,1
31,Lipoate biosynthesis,6,1
32,Unannotated,6,1
33,Mureine biosynthesis,4,1
34,Histidine biosynthesis,4,1
35,Threonine biosynthesis,5,3
36,Aminoacyl-tRNA synthetases,10,1
37,Thymidylate biosynthesis,5,1
38,Ribosome 30S subunit,5,3
39,Arginine biosynthesis,3,2
40,Pantothenate/CoA biosynthesis,11,0
41,"TCA cycle, glyoxylate bypass",4,1
42,NADH dehydrogenase,5,2
43,Translation factors,6,2
44,Glycine cleavagePyruvate oxidation,4,2
45,Na+-translocating Fd:NADH oxidoreductase,4,3
46,tRNA modification,5,2
47,Menaquinone biosynthesis,7,2
48,Pyridoxal phosphate biosynthesis,6,0
49,CRISPR-Cas system,7,0
50,Ubiquinone biosynthesis,2,4
51,Entner-Doudoroff pathway,4,3
52,Glycine cleavage,6,0
53,TCA cycle,4,2
54,NAD biosynthesis,7,1
55,Pyruvate oxidation,5,3
56,Serine biosynthesis,5,1
57,Pyrimidine salvage,6,2
58,RNA polymerase,6,0
59,Cobalamine/B12 biosynthesis,7,0
60,2Fe2S,5,2
61,Lysine biosynthesis,1,1
62,Biotin biosynthesis,9,2
63,Aromatic amino acid biosynthesis,3,0
64,Cysteine biosynthesis,5,3
65,Fatty acid biosynthesis,4,2
66,A/V-type ATP synthase,6,1
67,Proline degradation,2,4
68,Purine salvage,7,2
69,"Isoleucine, leucine, valine biosynthesis",6,2
