,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Predicted dehydrogenase,1,2
1,Uri superfamily endonuclease,0,1
2,Predicted TIM-barrel enzyme,3,3
3,Antirestriction protein ArdA,2,1
4,"Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family",2,1
5,tRNA G37 N-methylase Trm5,0,2
6,"Branched-chain amino acid ABC-type transport system, permease component",2,2
7,"Asparagine N-glycosylation enzyme, membrane subunit Stt3",5,0
8,Phosphotransferase system cellobiose-specific component IIA,0,4
9,Prefoldin subunit 5,2,3
10,Precorrin-8X methylmutase CbiC/CobH,1,3
11,Uridine phosphorylase,1,2
12,Cephalosporin hydroxylase,2,2
13,Homoaconitase/3-isopropylmalate dehydratase large subunit,2,2
14,UDP-N-acetylglucosamine transferase subunit ALG13,2,0
15,Bacterial nucleoid DNA-binding protein IHF-alpha,1,0
16,Peptidase E,1,3
17,Glutamine amidotransferase related to the GATase domain of CobQ,3,1
18,"Uncharacterized conserved protein YbaA, DUF1428 family",3,2
19,"ATP-dependent Lon protease, bacterial type",2,4
20,O-Glycosyl hydrolase,4,3
21,"tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain",2,2
22,"Uncharacterized conserved protein YaaR, TM1646/DUF327 family",1,3
23,N-acetyl-gamma-glutamylphosphate reductase,0,2
24,FMN-dependent NADH-azoreductase,5,2
25,Protein-arginine kinase activator protein McsA,1,1
26,"Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB",1,3
27,Predicted ABC-type ATPase or kinase,0,2
28,Nucleoside-specific outer membrane channel protein Tsx,3,1
29,Energy-converting hydrogenase A subunit M,2,1
30,"Uncharacterized conserved protein, DUF2193 domain",1,3
31,16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity),1,3
32,"Uncharacterized conserved protein YfbU, UPF0304 family",1,2
33,Surfactin synthase thioesterase subunit,0,2
34,Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX,3,0
35,"Uncharacterized phage-associated protein, contains DUF4065 domain",1,3
36,RNA-binding protein YhbY,3,1
37,Coproheme decarboxylase/chlorite dismutase,0,1
38,Flagellar motor switch protein FliG,2,5
39,"Electron transfer flavoprotein, alpha subunit FixB",2,2
40,Bacterioferritin-associated ferredoxin,1,4
41,Nicotinamide mononucleotide (NMN) deamidase PncC,1,4
42,"ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component",0,1
43,"DNA-binding transcriptional regulator SgrR of sgrS sRNA, contains a MarR-type HTH domain and a periplasmic-type solute-binding domain",2,4
44,4-hydroxy-tetrahydrodipicolinate reductase,1,3
45,Pyruvate kinase,1,1
46,"Uncharacterized conserved protein YfeS, contains WGR domain",2,2
47,"Uncharacterized membrane protein YebE, DUF533 family",0,2
48,"Zn-dependent dipeptidase, microsomal dipeptidase homolog",0,2
49,"Uncharacterized conserved protein, contains GYD domain",3,2
50,Inner membrane protein CreD involved in colicin E2 resistance,4,4
51,Nitrogen fixation protein NifT,1,1
52,Ribosomal protein L35AE/L33A,1,0
53,Phage terminase large (ATPase) subunit and inactivated derivatives,4,2
54,Rubrerythrin,0,2
55,Histidinol dehydrogenase,4,1
56,Glutaminase,1,0
57,Mevalonate kinase,2,7
58,"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family",0,1
59,"Cadmium resistance protein CadD, predicted permease",0,1
60,"Predicted ATPase, PilT family, contains N-terminal PIN domain",3,0
61,5-oxoprolinase subunit A,3,1
62,Septum formation topological specificity factor MinE,0,1
63,"Putative phage head morphogenesis protein, F of phage Mu or gp7 of SPP1",3,3
64,Type IV pilus assembly protein PilX,3,1
65,"Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase",2,0
66,Archaellum biogenesis ATPase ArlH/FlaH,0,4
67,"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold",3,2
68,Enolase,1,4
69,"GAF domain-containing protein, putative methionine-R-sulfoxide reductase",3,4
70,"Secreted phosphatase, PhoX family",4,1
71,Uncharacterized conserved protein YraI,1,4
72,Very-short-patch-repair endonuclease,0,1
73,Deoxyribose-phosphate aldolase,1,0
74,Predicted kinase related to galactokinase and mevalonate kinase,3,2
75,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD",1,0
76,"Ethanolamine utilization protein EutT, cobalamin adenosyltransferase",5,2
77,3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase,5,0
78,Threonine aldolase,3,2
79,Archaeal CTP-dependent riboflavin kinase,4,0
80,"FoF1-type ATP synthase, alpha subunit",2,2
81,Plasmid stabilization system protein ParE,1,1
82,Valyl-tRNA synthetase,3,2
83,"Pyrimidine reductase, riboflavin biosynthesis",0,1
84,Energy-converting hydrogenase Eha subunit D,1,0
85,Zn-dependent protease (includes sporulation protein SpoIVFB),3,0
86,"Methyl coenzyme M reductase, subunit D",1,1
87,"Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit",1,4
88,"YycH protein, regulator of the WalKR two-component signal transduction system",0,3
89,Heme oxygenase,0,1
90,Predicted metalloprotease,0,1
91,"ABC-type branched-chain amino acid transport system, ATPase component LivG",0,4
92,Ribosomal protein L24,0,1
93,Hemin uptake protein HemP,1,0
94,Virulence factor SrfC-related protein,4,2
95,"Uncharacterized conserved protein YqcC, DUF446 family",1,1
96,"Uncharacterized conserved protein YqfA, UPF0365 family",0,2
97,"Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain",1,1
98,"FoF1-type ATP synthase, membrane subunit a",1,1
99,Eukaryotic-type DNA primase,0,1
100,Dihydroorotate dehydrogenase,2,3
101,Broad specificity phosphatase PhoE,2,0
102,Uncharacterized conserved protein related to deoxyribodipyrimidine photolyase,2,1
103,Argininosuccinate synthase,1,1
104,"Magnesium uptake protein YhiD/SapB, involved in acid resistance",2,2
105,"Spore coat polysaccharide biosynthesis protein SpsF, cytidylyltransferase family",1,5
106,"Intracellular sulfur oxidation protein, DsrE/DsrF family",3,3
107,Septum site-determining ATPase MinD,4,2
108,Predicted metallopeptidase,1,5
109,"YtpQ protein involved in methylglyoxal resistance, DUF1444/UPF0354 family",2,1
110,"Small neutral amino acid transporter SnatA, MarC family",5,0
111,"Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily",2,0
112,Endo-beta-N-acetylglucosaminidase D,3,1
113,Folylpolyglutamate synthase/Dihydropteroate synthase,0,6
114,"Uncharacterized conserved protein YecT, DUF1311 family",5,2
