,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,t-statistic,p-value
0,Bacteroidota,Pyrimidine salvagetRNA modification,-9.973150238599178,0.8246014581935058,-10.207499379747096,-9.73880109745126,50,True,0.3859633208327945,-85.52109741541145,5.286712692110457e-55
1,Bacteroidota,Unknown,9.845010217295616,0.5610056813653623,9.685574166945797,10.004446267645436,50,True,0.3756484572610888,124.08917978438129,6.891690858490028e-63
2,Bacteroidota,Methionine biosynthesis,6.239473678807779,0.4840077854316526,6.101920188333359,6.377027169282199,50,True,0.1188539971550497,91.15502440493233,2.3650772918569174e-56
3,Bacteroidota,Thymidylate biosynthesis,-7.843967610464699,1.203818958308687,-8.18608917255272,-7.501846048376679,50,True,0.1036327893443683,-46.074392253797456,5.21027145154573e-42
4,Bacteroidota,Heme biosynthesis,-6.296133250569804,0.5016257682825734,-6.438693716364056,-6.153572784775553,50,True,0.1010404707099444,-88.75218934574565,8.688903451190827e-56
5,Bacteroidota,Asparagine biosynthesis,6.09562942322171,0.6029639350641179,5.9242689691242765,6.266989877319143,50,True,0.1002846088193456,71.4845557106491,3.224627684299017e-51
6,Bacteroidota,Glutamine biosynthesis,-3.7276405350811967,0.3545924855231613,-3.828414604316905,-3.626866465845489,50,True,0.0738180059485322,-74.334341752699,4.8311091711597844e-52
7,Bacteroidota,tRNA modification,6.09448916492434,0.4811448977577142,5.957749298123422,6.231229031725259,50,True,0.0730136247252036,89.56666975934584,5.568424990009861e-56
8,Bacteroidota,Cobalamine/B12 biosynthesis,-6.148138175013435,0.6751840503015175,-6.340023358737913,-5.956252991288958,50,True,0.0659152463468252,-64.38822411877868,5.132692368465356e-49
9,Bacteroidota,2Fe2S,2.6426524063706736,0.3029703392679264,2.5565491887553704,2.7287556239859767,50,True,0.0601625863183757,61.677240134426334,4.119057817893837e-48
10,Bacteroidota,Na+-translocating NADH dehydrogenase,2.7107650196715607,0.4153788731119149,2.5927156502488797,2.828814389094242,50,True,0.0508503401008664,46.14583099166445,4.83747338418211e-42
11,Bacteroidota,Translation factors,-6.0537596571055685,0.9492413104496872,-6.32353105228761,-5.783988261923527,50,True,0.0490831966895124,-45.09553533005225,1.457184496140252e-41
12,Bacteroidota,Pyrimidine biosynthesis,2.287269066500264,0.4499412887028065,2.1593971672612184,2.415140965739309,50,True,0.0335441872494503,35.9456557539631,7.0708250081646374e-37
13,Bacteroidota,RNA polymerase,3.374657631338396,0.4852137520180426,3.236761408952741,3.51255385372405,50,True,0.0310222216474847,49.17921813587797,2.2798229080881523e-43
14,Bacteroidota,Threonine biosynthesis,-4.87937625430275,0.566200722901231,-5.040288719119294,-4.718463789486206,50,True,0.0308392344497607,-60.93669431750189,7.389421552987374e-48
15,Bacteroidota,Ubiquinone biosynthesis,1.3560504123624375,0.3074692208674853,1.2686686267449718,1.4434321979799032,50,True,0.0295191620328462,31.18596520025507,5.593258236456256e-34
16,Bacteroidota,Non-phosphorylated Entner-Doudoroff pathway,2.153820817727821,0.2836690165694577,2.0732029753231247,2.234438660132517,50,True,0.0280746721841458,53.6886729504062,3.344562572311561e-45
17,Bacteroidota,Purine biosynthesis,4.681397397734178,0.4763708602674718,4.546014297374223,4.816780498094133,50,True,0.0244852812621233,69.48888190827338,1.274255541209827e-50
18,Bacteroidota,Menaquinone biosynthesis,2.012997177667094,0.2612524479707604,1.9387500535607824,2.087244301773405,50,True,0.0235048441743178,54.48385138182866,1.646348346996654e-45
19,Bacteroidota,Archaeal ribosomal proteins,1.536171240164945,0.3513954329511622,1.43630576321586,1.63603671711403,50,True,0.0194968007241691,30.912100702667615,8.44240371101599e-34
20,Bacteroidota,Pentose phosphate pathway,-1.2897763539182812,0.5357215198176123,-1.4420267250718246,-1.1375259827647377,50,True,0.0190680977628345,-17.02394942768349,3.25718841718077e-22
21,Bacteroidota,Glycolysis,1.7122140107549708,0.2557720422126552,1.6395244007299072,1.7849036207800344,50,True,0.0180727583085477,47.3358279260575,1.4271072312915054e-42
22,Bacteroidota,Histidine biosynthesis,1.2436562437372574,0.3376620669410228,1.1476937462184984,1.3396187412560163,50,True,0.0180717186085607,26.0437238739406,2.329906027880114e-30
23,Bacteroidota,NAD biosynthesis,-1.9899875409988,0.3913031403020132,-2.101194662872141,-1.8787804191254596,50,True,0.017646827880512,-35.96019402325647,6.93702188744291e-37
24,Bacteroidota,Pyruvate oxidation,1.7857950350035257,0.3319387442517602,1.6914590877939055,1.8801309822131456,50,True,0.0171730712530712,38.04159053221353,4.834957586755313e-38
25,Bacteroidota,Glycine cleavagePyruvate oxidation,3.267919605784271,0.8895721387662547,3.015106001542418,3.5207332100261244,50,True,0.0171103426871847,25.976174532931363,2.62388824586433e-30
26,Bacteroidota,Ribosome 50S subunit,1.9788874325315,0.5807432193445013,1.8138420359601504,2.14393282910285,50,True,0.0162151609983189,24.094723384411896,8.034756576937684e-29
27,Bacteroidota,Aromatic amino acid biosynthesis,1.0495309976111986,0.3322658185242648,0.9551020969219414,1.1439598983004555,50,True,0.0153806284753652,22.335444818623866,2.433900353141542e-27
28,Bacteroidota,Lipid A biosynthesis,2.3415120519820043,0.7920101414044598,2.1164252605698306,2.566598843394178,50,True,0.0152735393766972,20.905023352989858,4.6081907002964524e-26
29,Bacteroidota,NADH dehydrogenase,-2.060454455867695,0.481852234875681,-2.197395345653051,-1.9235135660823397,50,True,0.0152035329109013,-30.236682796459053,2.363899035800508e-33
30,Bacteroidota,Serine biosynthesis,-1.87979896889056,0.4535405001565452,-2.0086937527056783,-1.7509041850754417,50,True,0.0123200982800983,-29.307605334279927,1.0084234450121733e-32
31,Bacteroidota,Pyrimidine degradation,-0.828156367700679,0.2473796449769981,-0.8984608848244311,-0.7578518505769269,50,True,0.0123114341135393,-23.671914620882408,1.788498441179708e-28
32,Bacteroidota,Proline biosynthesis,-2.351402624274392,0.6459689364093459,-2.534984964508672,-2.167820284040112,50,True,0.0122095435148066,-25.739515435005835,3.98724347279988e-30
33,Bacteroidota,Na+-translocating Fd:NADH oxidoreductase,1.338219482710105,0.3673720797691101,1.2338134929799582,1.442625472440252,50,True,0.0106856899004266,25.75764798280226,3.860983422647555e-30
34,Bacteroidota,"Isoleucine, leucine, valine biosynthesis",0.738854043178381,0.4352343991569284,0.6151617956969063,0.8625462906598557,46,True,0.0101218259407732,12.003846783492795,3.3411646820319025e-16
35,Bacteroidota,FoF1-type ATP synthase,1.1019833122588272,0.6558161411343878,0.9156024274099436,1.2883641971077109,48,True,0.0091039596534333,11.881681830898305,4.864027996801185e-16
36,Bacteroidota,Purine salvage,-3.436512352587017,0.325040079059725,-3.5288877208445184,-3.3441369843295154,50,True,0.0082739324970904,-74.75943259597581,3.662168830759945e-52
37,Bacteroidota,CRISPR-Cas system,-2.1989101232214776,0.4722886165779259,-2.3331330627630207,-2.0646871836799345,50,True,0.0077908185697659,-32.92190844267589,4.43000734571324e-35
38,Bacteroidota,Molybdopterin biosynthesis,-2.1128838432651,0.4219678651403848,-2.232805783500699,-1.992961903029501,50,True,0.0073950394413552,-35.40635713895406,1.4436770852317872e-36
39,Bacteroidota,Fatty acid biosynthesis,1.387120798878952,0.7117147001762885,1.184853719344488,1.589387878413416,49,True,0.0062558748221906,13.781400369688274,1.7563077332756324e-18
40,Bacteroidota,Lysine biosynthesisTCA cycle,1.74538039884416,0.5243751703315496,1.5963546245316746,1.894406173156645,50,True,0.0059761955256691,23.536017447058963,2.318983783595445e-28
41,Bacteroidota,Entner-Doudoroff pathway,-0.7484209754524789,0.4759661180563113,-0.8836890493488867,-0.613152901556071,46,True,0.0052529109013319,-11.118723094951214,5.30287701249623e-15
42,Bacteroidota,Urea cycle,-1.1030180593475336,0.4495760679839342,-1.23078616400685,-0.9752499546882172,50,True,0.0049368421052631,-17.348600272106538,1.4687004763796853e-22
43,Bacteroidota,Pyridoxal phosphate biosynthesis,-0.6183734033856462,0.3845072838418117,-0.7276491642251348,-0.5090976425461575,48,True,0.0043733247122721,-11.371852893670649,2.38057985879401e-15
