,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Endoglucanase Acf2,3,1
1,"DNA-nicking endonuclease, Smr domain",0,3
2,Protein-tyrosine phosphatase,2,2
3,"ATPase/GTPase, AAA15 family",3,0
4,Ribosomal protein S25e,1,1
5,"Type IV secretory pathway, VirD2 component (relaxase)",0,1
6,"Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain",2,1
7,"ATP-utilizing enzyme, PP-loop superfamily",0,1
8,Putative hemolysin,1,0
9,Beta-lactamase class D,1,1
10,Outer membrane cobalamin receptor protein BtuB,2,0
11,"Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily",1,2
12,CRISPR/Cas system-associated endoribonuclease Cas2,1,0
13,"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",0,1
14,5-carboxymethyl-2-hydroxymuconate isomerase,0,1
15,Archaellin (archaeal flagellin),2,0
16,Extracellular substrate-binding protein,1,0
17,Nitric oxide reductase large subunit,3,0
18,Stress response protein YsnF (function unknown),0,1
19,Uncharacterized membrane protein YiaA,0,1
20,Flagellin-specific chaperone FliS,0,1
21,Serine/threonine protein kinase,1,0
22,"tRNA(Ser,Leu) C12 N-acetylase TAN1, contains THUMP domain",2,0
23,"Uncharacterized membrane protein YqgA, affects biofilm formation",1,1
24,"Cdc6-related protein, AAA superfamily ATPase",0,2
25,"Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family",2,0
26,"Predicted epimerase YddE/YHI9, PhzF superfamily",0,2
27,Aspartyl aminopeptidase,0,1
28,"Uncharacterized conserved protein YijF, DUF1287 family",1,3
29,S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase),4,0
30,Formate dehydrogenase maturation protein FdhE,1,0
31,"Trehalose-6-phosphate synthase, GT20 family",1,0
32,Phosphoribosylaminoimidazole (AIR) synthetase,0,1
33,"Uncharacterized conserved protein, DUF1489 domain",1,2
34,"Uncharacterized membrane protein YgaE, UPF0421/DUF939 family",2,0
35,Isocitrate dehydrogenase kinase/phosphatase,2,1
36,Secreted protein containing bacterial Ig-like domain and vWFA domain,1,1
37,"Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs",0,2
38,"Predicted methyltransferase, contains TPR repeat",4,2
39,"Prophage-encoded protein YbcV, DUF1398 family",3,0
40,Xaa-Pro aminopeptidase,2,0
41,"MFS-type transporter involved in bile tolerance, Atg22 family",1,0
42,"ABC-type oligopeptide transport system, periplasmic component",1,0
43,Predicted nucleotidyltransferase MJ0435,1,1
44,Replicative superfamily II helicase,1,1
45,Flagellar biosynthesis protein FliQ,1,1
46,Autotransporter translocation and assembly protein TamB,2,1
47,Organic hydroperoxide reductase OsmC/OhrA,1,1
48,tRNA A37 threonylcarbamoyladenosine modification protein TsaB,2,1
49,"ABC-type proline/glycine betaine transport system, ATPase component",0,2
50,Uncharacterized conserved protein YegI with protein kinase and helix-hairpin-helix DNA-binding domains,0,1
51,"CRISPR-Cas system-associated protein Csm6, contains CARF domain",0,1
52,"Regulator of protease activity HflC, stomatin/prohibitin superfamily",1,2
53,Exonuclease III,2,0
54,Predicted hydrolase of the alpha/beta-hydrolase fold,1,2
55,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,2,0
