,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,t-statistic,p-value
0,Firmicutes,Molybdopterin biosynthesis!!!Urea cycle,-0.6517894107501417,0.598839006521266,-0.8219775731280918,-0.4816012483721916,37,True,0.2703999999999999,-7.696304135636533,5.581052374914862e-10
1,Firmicutes,Pantothenate/CoA biosynthesis,1.4469313302353717,1.185764779530772,1.109940708977852,1.7839219514928912,40,True,0.2357,8.628481577312286,2.124270413106845e-11
2,Firmicutes,NADH dehydrogenase,-0.7671938590684628,0.8866340105620382,-1.019172456514731,-0.5152152616221946,27,True,0.092,-6.118510837274366,1.5365962048095482e-07
3,Firmicutes,Menaquinone biosynthesis!!!Lipid A biosynthesis!!!Cysteine biosynthesis,-0.1196643210978333,0.2896785644182028,-0.2019900581018503,-0.0373385840938162,17,True,0.0285000000000001,-2.921011883785949,0.005262298824468152
4,Firmicutes,Glycine cleavage!!!Glycine cleavage,0.066189926514194,0.2097075982580447,0.0065916865939916,0.1257881664343964,8,True,0.0265,2.231838344113523,0.030231039592317935
5,Firmicutes,Proline biosynthesis,0.037878662325724,0.1573191291539866,-0.0068309394304293,0.0825882640818775,4,False,0.0198999999999999,1.7025430497125342,0.094990262266767
6,Firmicutes,Aromatic amino acid biosynthesis!!!Pyrimidine salvage,-0.0754116892742111,0.3130051406263247,-0.1643667658773487,0.0135433873289265,5,False,0.012,-1.7036179265243283,0.09478763394814854
7,Firmicutes,Cysteine biosynthesis!!!NADH dehydrogenase,-0.0101326695495178,0.0566601843197063,-0.0262353157438323,0.0059699766447967,3,False,0.0082999999999999,-1.2645351292114568,0.2120197245975827
8,Firmicutes,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Biotin biosynthesis,0.0328658369096247,0.1463544815671787,-0.0087276464848327,0.0744593203040823,4,False,0.0001999999999999,1.587901914537508,0.11874116071052354
9,Firmicutes,16S rRNA modification,0.0,0.0,,,0,False,0.0,,
10,Firmicutes,Methionine biosynthesis!!!Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,
11,Firmicutes,Fatty acid biosynthesis!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,
12,Firmicutes,Glutamine biosynthesis!!!Glycine cleavagePyruvate oxidation,0.0,0.0,,,0,False,0.0,,
13,Firmicutes,tRNA modification!!!Purine salvage,0.0,0.0,,,0,False,0.0,,
14,Firmicutes,Fatty acid biosynthesis!!!Lipid A biosynthesis,0.0,0.0,,,0,False,0.0,,
15,Firmicutes,Riboflavin/FAD biosynthesis!!!Riboflavin/FAD biosynthesis!!!Riboflavin/FAD biosynthesis,0.0,0.0,,,0,False,0.0,,
16,Firmicutes,Fatty acid biosynthesis!!!Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,
17,Firmicutes,Fatty acid biosynthesis!!!Urea cycle,0.0,0.0,,,0,False,0.0,,
18,Firmicutes,Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,
