,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,t-statistic,p-value
0,Cyanobacteria,Methionine biosynthesis,2.7496845713712994,0.94930765927697,2.479894320061203,3.019474822681396,50,True,1.459302564102564,20.48145917227237,1.135712903539354e-25
1,Cyanobacteria,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Pyrimidine degradation,2.97673657986554,0.9724928983783232,2.700357156517579,3.253116003213501,49,True,1.4324512820512822,21.64407189953719,9.886541093535948e-27
2,Cyanobacteria,Na+-translocating Fd:NADH oxidoreductase,-0.3573862258754988,0.5381803877989418,-0.5103353995764973,-0.2044370521745002,24,True,0.0682051282051278,-4.6956416389079205,2.1780732411787785e-05
3,Cyanobacteria,Lysine biosynthesis!!!Lysine biosynthesis,0.1421684054562456,0.3984964345278396,0.0289169719859548,0.2554198389265363,9,True,0.0447999999999998,2.5226886581231573,0.014942810268109223
4,Cyanobacteria,Lipid A biosynthesis!!!Lipid A biosynthesis,-0.0541817727808308,0.1671276520940657,-0.1016789259099504,-0.0066846196517112,10,True,0.026276923076923,-2.29239736632395,0.026216211060027927
5,Cyanobacteria,Isoprenoid biosynthesis!!!Riboflavin/FAD biosynthesis,-0.153852236655401,0.3577612615059597,-0.2555268620600077,-0.0521776112507943,14,True,0.0254153846153843,-3.040853539642925,0.0037815930844977037
6,Cyanobacteria,RNA polymerase!!!RNA polymerase,-0.0720198145338376,0.1593496731373642,-0.1173064905042546,-0.0267331385634206,13,True,0.0142153846153846,-3.1958458548436783,0.0024408751877890776
7,Cyanobacteria,FoF1-type ATP synthase!!!FoF1-type ATP synthase,0.1318945552277748,0.4684033075383175,-0.0012241917035328,0.2650133021590824,8,False,0.0106256410256409,1.991094701984225,0.05206151636447684
8,Cyanobacteria,Methionine biosynthesis!!!Lysine biosynthesis!!!Methionine biosynthesis,0.2579101831957643,0.4454177286114902,0.1313238655086281,0.3844965008829005,20,True,0.0099076923076923,4.094359693389294,0.00015791227592064244
9,Cyanobacteria,Fatty acid biosynthesis!!!Pyruvate oxidation,0.047609236739623,0.1360726917440997,0.0089378056779138,0.0862806678013323,8,True,0.0073230769230767,2.4740316160581055,0.016871511496826405
10,Cyanobacteria,tRNA modification!!!Mureine biosynthesis,-0.3106565847221322,0.5163084024510782,-0.4573898089719852,-0.1639233604722791,19,True,0.0068923076923074,-4.254576850472369,9.404751595814944e-05
11,Cyanobacteria,Molybdopterin biosynthesis!!!Pyrimidine degradation,0.0160064738028124,0.1100087765417156,-0.0152576745262029,0.0472706221318279,2,False,0.003158974358974,1.028853017428255,0.30860080950086766
12,Cyanobacteria,Urea cycle,-0.0474688955249344,0.2312490881324452,-0.1131891591220919,0.0182513680722229,3,False,0.0020102564102562,-1.4514901741749822,0.15301619622850393
13,Cyanobacteria,TCA cycle!!!TCA cycle,0.0761897187441395,0.1933566600086363,0.0212383640527191,0.1311410734355599,13,True,0.0008615384615381,2.786263828629981,0.007563029447901726
14,Cyanobacteria,Menaquinone biosynthesis!!!Pantothenate/CoA biosynthesis,0.0,0.0,,,0,False,0.0,,
15,Cyanobacteria,Glycine cleavage!!!Glycine cleavage,0.0,0.0,,,0,False,0.0,,
16,Cyanobacteria,Pantothenate/CoA biosynthesis,0.0,0.0,,,0,False,0.0,,
17,Cyanobacteria,Heme biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,
