,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,t-statistic,p-value
0,Cyanobacteria,"Predicted aminopeptidase, Iap family",-0.8350880220952472,0.9695194310592412,-1.110622395382316,-0.5595536488081785,33,True,0.5556923076923079,-6.090609268821651,1.6967297697900325e-07
1,Cyanobacteria,"Uncharacterized conserved protein, DUF697 family",-0.7209087062999585,0.5988208072832574,-0.891091696511701,-0.5507257160882161,40,True,0.3641435897435898,-8.512720811319316,3.1756076430878386e-11
2,Cyanobacteria,"Uncharacterized protein, contains DUF1512 domain",2.271140560936971,0.9506945653409654,2.000956155285137,2.541324966588805,50,True,0.2514256410256411,16.892269612274305,4.513339753701988e-22
3,Cyanobacteria,"Predicted DNA-binding transcriptional regulator with XRE-family HTH domain, DUF2089 family",-0.3871499299572601,0.6817013908498194,-0.5808873213693266,-0.1934125385451937,18,True,0.2072000000000001,-4.015780875368417,0.00020302328934541762
4,Cyanobacteria,Phage protein U,-0.1759068524449016,0.367261355726565,-0.2802813747503706,-0.0715323301394327,13,True,0.1342564102564104,-3.3868232059127656,0.0014015875037727895
5,Cyanobacteria,"Uncharacterized conserved protein, DUF1820 domain",-0.3033121091565524,0.4199266802276851,-0.422653951059239,-0.1839702672538659,23,True,0.1150153846153846,-5.107416587207658,5.346544052367465e-06
6,Cyanobacteria,Predicted glycosyltransferase,-0.2371556830478583,0.4317769770972893,-0.3598653420531529,-0.1144460240425637,19,True,0.1059692307692307,-3.8838196702248613,0.00030819981115497765
7,Cyanobacteria,Predicted neuraminidase (sialidase),0.5814715116406848,0.7879306501198584,0.3575440988220941,0.8053989244592754,24,True,0.038625641025641,5.218256821020677,3.6446155309124464e-06
8,Cyanobacteria,"Uncharacterized protein, contains Mth938-like domain",-0.0067220378078804,0.0475319851734461,-0.0202304785118971,0.0067864028961362,1,False,0.0288615384615384,-0.999999999999995,0.3222234059506778
9,Cyanobacteria,"Uncharacterized conserved protein, DUF1272 domain",0.2444799430061794,0.3766400557937815,0.1374400236364715,0.3515198623758873,23,True,0.0241230769230768,4.589884238399274,3.106690653473143e-05
10,Cyanobacteria,"Uncharacterized conserved protein, DUF2321 domain",-0.0237810441307393,0.0988305282535887,-0.0518683694504921,0.0043062811890134,5,False,0.0168,-1.7014719910628118,0.09519252647245721
