,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,t-statistic,p-value
0,Firmicutes_C,Molybdopterin biosynthesis,-0.9838976645497272,0.6199894306835159,-1.160096710959093,-0.8076986181403614,46,True,0.0586947916666649,-11.2214930798048,3.827044472348704e-15
1,Firmicutes_C,CRISPR-Cas system,0.7149421321409414,0.5380156246607889,0.562039783605646,0.8678444806762368,44,True,0.0478150462962953,9.396389372735491,1.5253334654401366e-12
2,Firmicutes_C,"TCA cycle, glyoxylate bypass",-2.239962398129508,0.4876979176184297,-2.3785646125663957,-2.1013601836926195,50,True,0.042371296296294,-32.476919504903016,8.386113490358355e-35
3,Firmicutes_C,Ribosome 50S subunit,-2.9489898281763365,1.0255101649578633,-3.2404365919533875,-2.657543064399285,50,True,0.0377650462962944,-20.33378874639745,1.5608507261240095e-25
4,Firmicutes_C,Non-phosphorylated Entner-Doudoroff pathway,-0.496192539879404,0.5160978086682355,-0.6428659140384648,-0.3495191657203431,42,True,0.0335853009259222,-6.79834527157328,1.3620936597414491e-08
5,Firmicutes_C,Biotin biosynthesis,-1.0229053813918538,1.174832112539956,-1.3567889730724834,-0.6890217897112243,36,True,0.0311115740740722,-6.156652716366672,1.3417697741956313e-07
6,Firmicutes_C,Glycine cleavage,-0.2129916431402821,0.5217703846553499,-0.3612771455553235,-0.0647061407252407,17,True,0.0239152777777758,-2.8864772633663587,0.005780153385410949
7,Firmicutes_C,TCA cycle,-0.7895215536137337,0.6511252302117734,-0.9745692963307508,-0.6044738108967165,45,True,0.0203559027777752,-8.574019536482014,2.5662328021896984e-11
8,Firmicutes_C,3D,-0.6947944867731007,0.8799194793798719,-0.9448648355737762,-0.4447241379724252,27,True,0.0183784722222194,-5.583396033856741,1.018990381548504e-06
9,Firmicutes_C,2Fe2S,-0.3561467025871138,0.463832857341535,-0.4879665419460024,-0.2243268632282251,32,True,0.0092978009259248,-5.429407264072788,1.7477391105252758e-06
10,Firmicutes_C,Fatty acid biosynthesis,0.3756882330987563,0.2428338449616997,0.3066756180433673,0.4447008481541453,48,True,0.0068318287037018,10.93964876592973,9.391415393593592e-15
11,Firmicutes_C,Aminoacyl-tRNA synthetases,0.0077946137951451,0.2386194021466415,-0.0600202698661112,0.0756094974564015,26,False,0.0041487268518487,0.2309797200770032,0.8182923141974744
12,Firmicutes_C,NADH dehydrogenase,-0.2494197623880266,0.3937139618044705,-0.3613120321506273,-0.1375274926254259,24,True,0.003877314814814,-4.479556796466861,4.487129241378123e-05
13,Firmicutes_C,Entner-Doudoroff pathway,-1.0373802510200592,0.3596358420930748,-1.1395876263321971,-0.9351728757079208,50,True,0.0029157407407384,-20.396704786044232,1.3627899129528832e-25
14,Firmicutes_C,RNA polymerase,-0.1997925721122425,0.3836549667310602,-0.3088261071092886,-0.0907590371151965,20,True,0.0018921296296277,-3.6823368605130473,0.0005761063030778165
15,Firmicutes_C,Mureine biosynthesis,-1.0680789382738876,0.6040766464026915,-1.2397556214344023,-0.8964022551133728,49,True,0.0012795138888866,-12.502483990955835,7.359585280019426e-17
16,Firmicutes_C,FoF1-type ATP synthase,0.0040250918813135,0.0218494961933355,-0.0021844662228406,0.0102346499854677,2,False,0.0005428240740705,1.3026248930370434,0.19879198439411605
17,Firmicutes_C,Threonine biosynthesis,-0.1355222717304765,0.3678515299650445,-0.2400645196984956,-0.0309800237624574,33,True,0.0003334490740722,-2.6050922596823813,0.012128050638189962
18,Firmicutes_C,Translation factors,0.0,0.0,,,0,False,0.0,,
19,Firmicutes_C,Folate biosynthesis,0.0,0.0,,,0,False,0.0,,
20,Firmicutes_C,Archaeal ribosomal proteins,0.0,0.0,,,0,False,0.0,,
21,Firmicutes_C,Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,
22,Firmicutes_C,Pantothenate/CoA biosynthesis,0.0,0.0,,,0,False,0.0,,
23,Firmicutes_C,Photosystem I,0.13869990039272,0.4209957239229778,0.0190542396338429,0.2583455611515972,29,True,-0.0032259259259272,2.3296113130007514,0.023991426218411407
24,Firmicutes_C,Phospholipid biosynthesis,0.0005958667257374,0.3612867729885339,-0.1020806979549147,0.1032724314063895,30,False,-0.0043813657407435,0.011662242682372218,0.9907424416904514
25,Firmicutes_C,23S rRNA modification,0.0139170011291554,0.4759187465493865,-0.1213376099339619,0.1491716121922729,20,False,-0.0047148148148169,0.20677491575099013,0.8370425050241572
26,Firmicutes_C,Pyrimidine salvage,0.0638149572449338,0.3032789108876833,-0.0223759554542842,0.1500058699441518,6,False,-0.0051025462962961,1.4878709791243472,0.14319257536271618
27,Firmicutes_C,Methionine biosynthesis,-1.363208376313746,0.485332896048936,-1.5011384590582877,-1.2252782935692048,50,True,-0.0069016203703723,-19.861293040489873,4.3712599912314635e-25
