,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Flagellar basal body rod protein FlgC (FlgC),7,0
1,Formamidopyrimidine-DNA glycosylase (Nei) (PDB:1EE8),8,0
2,Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis) (WcaK),4,0
3,Cu/Zn superoxide dismutase (SodC) (PDB:1ESO),4,2
4,"Succinate dehydrogenase, hydrophobic anchor subunit (SdhD) (PDB:2WS3)",8,0
5,Precorrin-4 methylase (CobM) (PDB:4E16),5,0
6,Predicted peptidase (PDB:3DOH),6,0
7,Predicted RNA methylase,8,0
8,"Predicted class III extradiol dioxygenase, MEMO1 family (Mho1) (PDB:3BCZ)",5,0
9,Cytosine/adenosine deaminase or related metal-dependent hydrolase (SsnA) (PDB:3O7U),8,0
10,"Uncharacterized conserved protein, DUF305 family (PDB:5FEJ)",6,0
11,"Uncharacterized membrane-anchored protein YjiN, DUF445 family (YjiN)",5,0
12,D-aminopeptidase (DppA) (PDB:1HI9),6,0
13,Septum formation topological specificity factor MinE (MinE) (PDB:1EV0),7,1
14,Esterase/lipase superfamily enzyme,7,0
15,Uncharacterized MnhB-related membrane protein (PDB:6CFW),6,0
16,"ABC-type molybdate transport system, ATPase component ModC (ModC)",6,0
17,Spore germination protein GerPA/GerPF (inner spore coat) (GerPA) (PUBMED:10715007),6,0
18,Predicted SAM-depedendent methyltransferase,4,1
19,dTDP-4-dehydrorhamnose reductase (RfbD) (PDB:1KBZ),7,1
20,"EntE, 2,3-dihydroxybenzoate-AMP synthase component of non-ribosomal peptide synthetase (EntE) (PDB:3RG2)",8,0
21,"Uncharacterized membrane protein YheB, UPF0754 family (YheB)",5,1
22,"Predicted Zn-dependent protease, minimal metalloprotease (MMP)-like domain (PDB:3E11)",7,0
23,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD (NqrD) (PDB:4P6V)",5,0
24,"Uncharacterized membrane protein YhgE, phage infection protein (PIP) family (YhgE)",5,0
25,Cytochrome c-type biogenesis protein CcmH/NrfF (NrfF) (PDB:2HL7),7,0
26,Phosphopantetheine adenylyltransferase (CoaD) (PDB:3F3M),8,0
27,Uncharacterized conserved protein with an alpha/beta hydrolase fold (PDB:3DS8),4,1
28,"Cyclophilin family protein MJ1412, methanogenesis marker protein 3 (MJ1412)",8,0
29,Gas vesicle protein YhaH (GvpP),8,0
30,Spore coat protein CotF (CotF),5,0
31,Uncharacterized conserved protein YceK (YceK),8,0
32,"Uncharacterized membrane protein YhaH, DUF805 family (yhaH)",8,0
