,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Transcriptional regulator MetJ (met regulon) (MetJ) (PDB:1CMA),2,1
1,"Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity (YqeY) (PDB:1NG6)",2,2
2,"Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family (Sco1) (PDB:1ON4)",3,1
3,"N-acetylglucosaminyl deacetylase, LmbE family (LmbE) (PDB:1Q74)",2,0
4,Hemoglobin-like flavoprotein (Hmp) (PDB:3OZU),2,1
5,Ribosomal protein L44E (RPL42A),1,1
6,Heat shock protein HslJ (HslJ) (PDB:2KTS),1,3
7,"Uncharacterized lipoprotein YddW, UPF0748 family (YddW) (PDB:5OQ2)",1,0
8,Lysine/ornithine N-monooxygenase (IucD) (PDB:3S5W),0,2
9,6-pyruvoyl-tetrahydropterin synthase (QueD) (PDB:1B66) (PUBMED:14660578;17384645),2,1
10,Isocitrate dehydrogenase kinase/phosphatase (AceK) (PDB:3EPS),1,1
11,"Predicted cysteine peptidase, C39 family (YvpB) (PDB:3ERV)",3,1
12,ATP phosphoribosyltransferase (HisG) (PDB:1H3D),0,1
13,Maltoporin (phage lambda and maltose receptor) (LamB) (PDB:1MPR),1,0
14,"Predicted nucleic acid-binding protein, contains PIN domain",1,0
15,Phage-related protein (PblB),0,1
16,Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ),0,1
17,Fumarate reductase subunit C (FrdC) (PDB:4KX6),0,1
18,5-enolpyruvylshikimate-3-phosphate synthase (AroA) (PDB:4N3P),2,1
19,"Uncharacterized conserved protein AF1964, DsrE/DsrF-like family (PDB:2FB6)",3,0
20,Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY),0,1
21,Predicted nucleotidyltransferase YcgL (YcgL),3,0
22,"Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)",2,2
23,"Uncharacterized stress-responsive protein, TANGO2 (Transport and Golgi organisation 2) family, contains NRDE motif (Tango2) (PUBMED:26631869)",0,1
24,Intracellular septation protein A (YciB),1,1
25,"Predicted RNA polymerase sigma factor, contains C-terminal TPR domain",3,0
26,Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC),0,1
27,"Uncharacterized conserved protein, DUF1851 domain",2,1
28,"Predicted epimerase YddE/YHI9, PhzF superfamily (YHI9) (PDB:1SDJ) (PUBMED:24914732)",1,0
29,"DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)",0,1
30,Membrane protein insertase Oxa1/YidC/SpoIIIJ (YidC) (PDB:3WO6),1,1
31,"DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)",3,0
32,Phage baseplate assembly protein W (PDB:2IA7),4,1
33,"EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant) (EAL) (PDB:2BAS)",1,2
34,Threonine deaminase (IlvA) (PDB:3IAU),1,0
35,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archeal type (ApgM) (PDB:2ZKT)",1,1
36,"N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",0,1
37,"Uncharacterized conserved protein, contains N-terminal Zn-finger domain",1,1
38,Small acid-soluble spore protein SspN (SspN) (PUBMED:10333516),0,1
39,Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain (YkwD) (PDB:1CFE) (PUBMED:31199835),3,1
40,Enoyl-[acyl-carrier-protein] reductase FabI (FabI) (PDB:1C14),0,1
41,L-2-hydroxyglutarate oxidase LhgO (LhgO) (PDB:3DME),2,1
42,Lipid A disaccharide synthetase (LpxB) (PDB:5W8N),0,2
43,FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor) (Tig) (PDB:5OWI),0,1
44,"Saccharopine dehydrogenase, NADP-dependent (Lys9) (PDB:1E5L)",0,3
45,"Uncharacterized conserved protein GguC, FAA hydrolase family (GguC)",2,0
46,Sulfur oxidation protein SoxY (SoxY) (PDB:2NNC) (PUBMED:17327392),0,4
47,Thermostable 8-oxoguanine DNA glycosylase (ENDO3c) (PDB:3FHF),4,0
48,"TRAP-type uncharacterized transport system, periplasmic component (Imp) (PDB:1US4)",0,1
49,Cu2+-containing amine oxidase (TynA) (PDB:1A2V),1,2
50,Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE),0,1
51,Phosphoribosyl-ATP pyrophosphohydrolase (HisI2) (PDB:6J22),3,2
52,Putative salt-induced outer membrane protein YdiY (YdiY),1,1
53,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases (EPT1)",0,1
54,Predicted metal-dependent peptidase,1,0
55,Replicative superfamily II helicase (BRR2) (PDB:2VA8),0,1
56,Pyridoxine 5'-phosphate synthase PdxJ (PdxJ) (PDB:1HO1),2,0
57,Uncharacterized membrane protein YqhA (YqhA),3,0
58,"UDP-2,3-diacylglucosamine pyrophosphatase LpxH (LpxH) (PDB:5WLY)",0,1
59,Acyl transferase domain in polyketide synthase (PKS) enzymes (PksD) (PDB:6IYO),3,1
60,Peptidyl-tRNA hydrolase (Pth) (PDB:1RYB) (PUBMED:11835511),1,2
61,Adenylosuccinate synthase (PurA) (PDB:1ADE),1,0
62,Protein chain release factor RF1 (PrfA) (PDB:1RQ0),1,0
63,Gamma-glutamylcyclotransferase ChaC2 (glutathione degradation) (ChaC2) (PDB:5HWI) (PUBMED:27913623),1,0
64,"RNA polymerase-interacting regulator, CarD/CdnL/TRCF family (CdnL) (PDB:4ILU)",1,0
65,Formylmethanofuran dehydrogenase subunit B (FwdB) (PDB:5T5I),3,0
66,Glucose-6-phosphate 1-dehydrogenase (Zwf) (PDB:5B7W) (PUBMED:18950999),0,2
67,Ribosomal protein S6E (S10) (RPS6A) (PDB:4UER),0,2
68,Na+/proline symporter (PutP) (PDB:5NVA),1,1
69,"Ferredoxin-thioredoxin reductase, catalytic subunit (FtrB) (PDB:1DJ7)",0,1
70,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",1,0
71,Small acid-soluble spore protein SspP/CotL (SspP) (PUBMED:9068633;10806362),1,0
72,Uncharacterized conserved protein MJ1451,1,2
73,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),0,1
74,Transcription elongation factor SPT5 (SPT5),0,1
75,"Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain (Atl1) (PDB:2KIF) (PUBMED:19516334)",1,0
76,Regulator of replication initiation timing YabA (YabA) (PDB:5DOL),1,0
77,Protein chain release factor PrfB (PrfB) (PDB:1GQE),0,2
78,Spore coat protein YppG (YppG) (PUBMED:8760912),1,0
79,"Uncharacterized protein AQ_414, contains TrkA and USP-like domains",2,1
80,"DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)",1,0
81,Methionine synthase II (cobalamin-independent) (MetE) (PDB:1T7L),2,0
82,Preprotein translocase subunit SecB (SecB) (PDB:1OZB),1,1
83,tRNA nucleotidyltransferase (CCA-adding enzyme) (CCA1) (PDB:3OUY),1,0
84,"Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase (HypB) (PDB:2HF8) (PUBMED:24338018;23899293)",1,0
85,"Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily (YnfA) (PUBMED:25560019)",1,0
86,Ribosomal protein L33 (RpmG) (PDB:1VS6),2,2
87,Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4),1,1
88,"N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit (HyuB) (PDB:5L9W)",1,2
89,"Peptidoglycan-binding domain, expansin YoaJ (YoaJ)",0,1
90,Extracytoplasmic sensor domain CHASE1 (specificity unknown) (CHASE1) (PDB:3T4J),2,1
91,"Uncharacterized protein, contains predicted SAM-dependent methyltransferase domain (PDB:4PIM)",0,1
92,Endonuclease IV (Nfo) (PDB:2NQH),1,0
93,Ribosomal protein S3 (RpsC) (PDB:1VS6),1,1
94,"Uncharacterized protein, contains DUF2293 domain",1,0
95,Galactose-1-phosphate uridylyltransferase (GalT) (PDB:1GUP),0,2
96,Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L),0,1
97,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase (MurG) (PDB:1F0K),0,1
98,"Predicted ATPase, PP-loop superfamily",0,2
99,"tRNA C56-2-O'-methylase, SpoU family (TRM56) (PDB:2O3A)",1,2
100,Agmatine/peptidylarginine deiminase (AguA) (PDB:1VKP),1,0
101,"Spore coat protein YheC/YheD, ATP-grasp superfamily (YheC) (PUBMED:12456267)",2,1
102,RNA polymerase-binding transcription factor DksA (DksA) (PDB:1TJL),1,2
103,Spore coat protein CotF (CotF),1,2
104,"ABC-type phosphate/phosphonate transport system, ATPase component (PhnC)",1,0
