,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Pyrimidine salvage!!!Thymidylate biosynthesis,1,0
1,Biotin biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis,1,0
2,16S rRNA modification,1,1
3,Pyruvate oxidation!!!Glycine cleavagePyruvate oxidation,0,1
4,Glycolysis,0,1
5,"Isoleucine, leucine, valine biosynthesis!!!Isoleucine, leucine, valine biosynthesis",2,1
6,Pentose phosphate pathway!!!Pentose phosphate pathway,1,0
7,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Biotin biosynthesis!!!Lysine biosynthesis,0,1
8,RNA polymerase,0,1
9,Cobalamine/B12 biosynthesis!!!Heme biosynthesis!!!Cobalamine/B12 biosynthesis,0,1
10,Mureine biosynthesis!!!tRNA modification,0,3
11,Urea cycle!!!RNA polymerase,0,2
12,Glutamine biosynthesis,1,0
13,Pyrimidine degradation!!!NADH dehydrogenase,0,2
14,Lipid A biosynthesis!!!Cysteine biosynthesis,1,1
15,Methionine biosynthesis!!!Biotin biosynthesis,1,1
16,FoF1-type ATP synthase!!!FoF1-type ATP synthase,1,0
17,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Pyrimidine degradation,1,2
18,NADH dehydrogenase!!!Pyruvate oxidation,2,1
19,Ubiquinone biosynthesis!!!Biotin biosynthesis,1,0
20,Gluconeogenesis,1,2
21,Cysteine biosynthesis!!!Fatty acid biosynthesis,0,1
22,Pyruvate oxidation!!!Fatty acid biosynthesis,1,2
23,Pyrimidine salvagetRNA modification!!!tRNA modification,1,0
24,Urea cycle!!!Proline biosynthesis,0,1
25,Lysine biosynthesis!!!Lysine biosynthesis,1,0
26,Cysteine biosynthesis!!!Molybdopterin biosynthesis,1,2
27,Phospholipid biosynthesis!!!Serine biosynthesis,0,1
28,Purine biosynthesis!!!Arginine biosynthesis,0,1
29,NADH dehydrogenase,0,2
30,"Isoleucine, leucine, valine biosynthesis!!!Non-phosphorylated Entner-Doudoroff pathway",1,0
31,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Pyrimidine degradation,0,1
32,Ribosome 30S subunit!!!Isoprenoid biosynthesis,0,2
