,feature_name,cultured_feature_counts,uncultured_feature_counts
0,D-mannonate dehydratase (UxuA) (PDB:1TZ9),0,1
1,UDP-N-acetylglucosamine 2-epimerase (WecB) (PDB:1F6D) (PUBMED:26641313;30389844),0,1
2,Uncharacterized conserved protein (PDB:3KE2),0,2
3,Predicted dioxygenase of extradiol dioxygenase family,0,1
4,"Anti-sigma factor ChrR, cupin superfamily (ChrR) (PDB:2Q1Z)",0,0
5,Uncharacterized N-terminal domain of lipid-A-disaccharide synthase (LABN),0,0
6,Preprotein translocase subunit SecG (Sec61beta) (SBH1),0,0
7,"Uncharacterized conserved protein YggL, DUF469 family (YggL)",0,0
8,"Uncharacterized conserved protein, DUF2117 domain",1,0
9,"Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains (YitT) (PDB:3HLU)",1,0
10,"Predicted hydrolase, HD superfamily",0,1
11,"Phage-related lysozyme (muramidase), GH24 family (RrrD) (PDB:4ZPU)",0,0
12,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit (HyfB) (PDB:6CFW)",1,0
13,Putative cobalt transporter membrane subunit CbtA (CbtA) (PUBMED:19915676),1,0
14,Cu2+-containing amine oxidase (TynA) (PDB:1A2V),1,0
15,"Predicted membrane-bound mannosyltransferase, involved in protein glycosylation (PMT) (PUBMED:32706435)",1,0
16,Gas vesicle protein YhaH (GvpP),0,0
17,"Uncharacterized conserved protein, DUF2171 domain",1,0
18,GTP cyclohydrolase I (FolE) (PDB:1A8R) (PUBMED:19767425;30692671),0,0
19,5-carboxymethyl-2-hydroxymuconate isomerase (HpaF) (PDB:1OTG),0,0
20,"Archaeosine formation enzyme, radical SAM superfamily (RaSEA) (PDB:6P78) (PUBMED:31740832)",0,1
21,Bacterial lipocalin Blc (Blc) (PDB:1QWD),1,0
22,Phage terminase large subunit (XtmB) (PDB:4IDH),1,0
23,Mu-like prophage tail sheath protein gpL (gpL),0,1
24,Ribonuclease I (RnaI) (PDB:1BK7),0,0
25,"ABC-type proline/glycine betaine transport system, permease component (ProW)",1,2
26,Predicted Ser/Thr protein kinase (PrkA),1,0
27,Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase) (PurK) (PDB:1B6R),0,0
28,Ribosomal protein L44E (RPL42A),0,0
29,tmRNA-binding protein (SmpB) (PDB:1J1H) (PUBMED:26251518),0,0
30,Maltose-binding periplasmic protein MalE (MalE) (PDB:1T0K),0,0
31,Ferritin (FtnA) (PDB:1AEW) (PUBMED:24380371),1,0
32,"Uncharacterized copper-binding protein, cupredoxin-like subfamily",0,0
33,Urease accessory protein UreH (UreH) (PDB:3SF5),2,0
34,Transcriptional regulator MetJ (met regulon) (MetJ) (PDB:1CMA),1,0
35,"LD-carboxypeptidase LdcB, LAS superfamily (LdcB) (PDB:4D0Y) (PUBMED:24909784)",1,0
36,Protoporphyrinogen oxidase HemY/PPOX (HemY) (PDB:3LOV),0,0
37,Ribosomal protein L10 (RplJ) (PDB:5IT8),1,0
38,Circularly permuted ATP-grasp protein (PDB:3N6X) (PUBMED:20023723),0,1
39,Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla (MlaE) (PDB:6IC4),0,1
40,Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549),1,0
41,"Formate dehydrogenase assembly factor FdhD, a sulfurtransferase (FdhD) (PDB:2PW9)",2,0
42,Phosphosulfolactate phosphohydrolase or related enzyme (ComB) (PDB:1VR0),1,0
43,Uncharacterized conserved protein (PDB:1TU1),0,1
44,Spore maturation protein CgeB,0,0
45,Glycerophosphoryl diester phosphodiesterase (UgpQ) (PDB:1O1Z),1,0
46,RecG-like helicase (RecG) (PDB:1GM5),0,1
47,Putative component of the toxin-antitoxin plasmid stabilization module,0,1
48,BioD-like N-terminal domain of phosphotransacetylase (PtaN) (PDB:2IOJ),0,1
49,Flagellar biosynthesis/type III secretory pathway chaperone FlgN (FlgN) (PDB:2FUP),1,0
50,"Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains (YobV)",2,0
51,"Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family (XdhC) (PDB:2WE7) (PUBMED:24498065)",0,1
52,Flagellar hook-associated protein FlgK (FlgK) (PDB:2D4Y),1,0
