,feature_name,cultured_feature_counts,uncultured_feature_counts
0,"Uncharacterized conserved protein, DUF1801 domain",1,0
1,"Uncharacterized conserved protein, DUF483 domain",1,0
2,"Predicted RNA polymerase sigma factor, contains C-terminal TPR domain",0,2
3,"Uncharacterized conserved protein, DUF1033 domain",0,1
4,"Phage-related protein, tail assembly protein I",0,0
5,"Uncharacterized protein, contains DUF2293 domain",0,1
6,"Uncharacterized secreted protein, contains LVIVD repeats, choice-of-anchor domain",0,1
7,"Uncharacterized conserved protein, DUF2155 domain",0,1
8,"Uncharacterized conserved protein, DUF2256 family",0,1
9,Phage terminase large (ATPase) subunit and inactivated derivatives,1,1
10,HKD family nuclease,0,1
11,Uncharacterized membrane-anchored protein,0,2
12,"Predicted transcriptional regulator, contains HTH domain",0,1
13,"Superfamily II helicase, archaea-specific",1,0
14,"Predicted hydrolase, HD superfamily",1,1
15,"Uncharacterized membrane protein, DUF373 family",1,0
16,"Pheromone shutdown protein TraB, contains GTxH motif (function unknown)",1,2
17,"Uncharacterized membrane protein, UPF0136 family",0,2
18,Metallophosphoesterase superfamily enzyme,1,0
19,Predicted hydrolase of the alpha/beta-hydrolase fold,0,1
20,"Uncharacterized conserved protein, DUF2332 domain",0,1
21,"Uncharacterized membrane protein, DUF2127 domain",0,1
22,"Predicted RNase MK1237, contains PIN domain, UPF0278 family",0,0
23,"Predicted metal-dependent hydrolase, TIM-barrel fold",0,1
24,"Predicted nuclease, contains PIN domain",0,2
25,Predicted N-acyltransferase,1,0
26,"Uncharacterized protein, contains DUF2185 domain",1,0
27,"Uncharacterized conserved protein, DUF2277 domain",1,0
28,Predicted nucleotide-binding protein containing TIR -like domain,1,0
29,Bacteriorhodopsin,1,0
30,"Predicted acyltransferase, DUF1624 domain",1,0
31,"Predicted house-cleaning noncanonical NTP pyrophosphatase, all-alpha NTP-PPase (MazG) superfamily",1,0
32,"Uncharacterized conserved protein, DUF2076 domain",0,0
33,"Uncharacterized conserved protein, DUF2344 family",1,0
34,"Uncharacterized conserved protein, contains Extensin-like_C domain",1,0
35,Predicted metal-binding membrane protein,0,0
36,Site-specific recombinase,0,1
37,"Cytolysin, a secreted calcineurin-like phosphatase",1,0
