,feature_name,cultured_feature_counts,uncultured_feature_counts
0,"Uncharacterized conserved protein, DUF1272 domain",0,0
1,"Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit",0,1
2,"Predicted double-glycine leader peptidase, C39-like (CLD) domain",0,1
3,"Na+-transporting oxaloacetate/methylmalonyl-CoA decarboxylase, beta subunit",1,0
4,"Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain",0,0
5,"L-lactate utilization protein LutB, contains a ferredoxin-type domain",0,1
6,Ribosomal protein S21,2,0
7,"Zn/Ni/Co-binding GTPase YjiA, predicted metallochaperone, CobW/Nha3/YciC family",0,0
8,"Acetone carboxylase, gamma subunit",0,0
9,Molybdopterin synthase catalytic subunit MoaE,1,0
10,Ribosomal protein L14E/L6E/L27E,2,0
11,Flagellar biosynthesis regulator FlbT,0,1
12,Diaminopimelate decarboxylase,1,0
13,"Fermentation-respiration switch esterase FrsA, DUF1100 family",1,1
14,Uncharacterized Zn-ribbon-containing protein,0,1
15,Prefoldin subunit 5,1,0
16,Ribosome recycling factor,1,0
17,"Uncharacterized conserved protein, DUF2164 family",0,2
18,"Predicted nuclease, contains PIN domain, potential toxin-antitoxin system component",2,1
19,"Uncharacterized membrane protein YgcG, contains a TPM-fold domain",1,0
20,"CRISPR-Cas system type III CMR-effector complex subunit Cmr1, RAMP superfamily Cas7 group",0,1
21,Cell division protein FtsX,0,1
22,"Type IV secretory pathway, component VirB8",0,0
23,Secreted protein containing bacterial Ig-like domain and vWFA domain,0,1
24,"Uncharacterized conserved protein, DUF2325 domain",0,2
25,"Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ",0,2
26,Polyprenyltransferase (heme O synthase),1,0
27,FAD-dependent dehydrogenase,1,0
28,Energy-converting hydrogenase Eha subunit C,1,0
29,Chemotaxis signal transduction protein CheW,2,1
30,Neutral trehalase,1,1
31,General stress protein CsbA (function unknown),0,2
32,"Uncharacterized membrane protein YqaA, VTT domain",0,1
33,"Predicted DNA-binding protein with ‘double-wing’ structural motif, MmcQ/YjbR family",1,1
34,Uncharacterized membrane protein YczE,0,0
35,3-methyladenine DNA glycosylase Mpg,0,0
36,Bacteriophage protein gp37,0,1
37,Azurin,1,0
38,Transposase InsA,1,0
39,"Uncharacterized conserved protein, DUF498 domain",0,2
40,dCTP deaminase,0,1
41,"Ethanolamine utilization protein EutS, microcompartment shell protein",0,0
42,Dehydrogenase (flavoprotein),1,0
43,Tryptophan-rich sensory protein TspO/CrtK (mitochondrial benzodiazepine receptor homolog),1,0
44,"DNA-directed RNA polymerase, subunit F",0,1
45,"Uncharacterized conserved protein, UCP014979 family",0,1
46,"NADPH-dependent ferric siderophore reductase, contains FAD-binding and SIP domains",2,0
47,"Prefoldin, chaperonin cofactor",1,0
48,Predicted Zn-dependent protease,1,0
49,Predicted Ser/Thr protein kinase,1,0
50,"Endonuclease YncB, thermonuclease family",1,0
51,"Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family",0,0
52,Hemerythrin,0,1
53,"DNA-binding transcriptional regulator, CsgD family",1,0
54,"Uncharacterized conserved protein YjfI, DUF2170 family",0,1
55,"3',5'-cyclic AMP phosphodiesterase CpdA",1,0
56,Fe2+ or Zn2+ uptake regulation protein Fur/Zur,1,0
57,"Arylsulfatase A or related enzyme, AlkP superfamily",1,0
58,"Ethanolamine utilization protein EutL, microcompartment shell protein",0,1
59,"Predicted DNA-binding transcriptional regulator with XRE-family HTH domain, DUF2089 family",1,0
60,Ribosomal protein L35AE/L33A,0,1
61,"ABC-type Fe3+-hydroxamate transport system, periplasmic component",1,0
62,"Uncharacterized membrane protein YecN, MAPEG domain",0,1
63,N-formylglutamate amidohydrolase,1,0
64,Phage-related tail protein,2,0
65,"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",0,0
66,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold",0,0
67,"Aldehyde, CO, or xanthine dehydrogenase, Fe-S subunit, CoxS/CutS family",1,0
68,Ribonuclease G or E,0,1
69,Imidazole glycerol phosphate synthase subunit HisF,0,0
70,"Predicted outer membrane protein, contains DUF4142 domain",0,2
71,"Acetyl xylan esterase AxeA and related esterases, LpqC family",1,1
72,"CDP-glycerol glycerophosphotransferase, TagB/SpsB family",0,1
73,"Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN",0,1
74,"Desulfoferrodoxin, superoxide reductase-like (SORL) domain",1,1
75,Polyisoprenoid-binding periplasmic protein YceI,0,2
76,"Ribonuclease BN, tRNA processing enzyme",1,0
77,"Uncharacterized conserved protein, contains GBA2_N and DUF608 domains",0,0
78,Ribosomal protein L37E,1,1
79,"Predicted regulator of amino acid metabolism, contains ACT domain",2,1
80,Integral membrane sensor domain MASE1,1,1
81,Kynureninase,2,0
82,Serine protease inhibitor,0,0
83,Flagellar biosynthesis protein FliP,0,0
84,"Stalled ribosome rescue protein Dom34, pelota family",0,0
85,"Uncharacterized conserved protein YwbE, DUF2196 family",0,2
86,Flagellar motor switch/type III secretory pathway protein FliN,1,0
87,"Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily",0,1
88,Sensor histidine kinase DipB regulating citrate/malate metabolism,1,1
89,Flagellar motor switch protein FliG,0,0
90,"Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily",0,1
91,"Sugar or nucleoside kinase, ribokinase family",0,0
92,Nitrogen fixation protein NifT,0,0
93,Energy-converting hydrogenase Eha subunit D,0,0
94,Ribosomal protein L32E,1,0
95,Formyltetrahydrofolate hydrolase,1,0
96,Ribosome maturation protein Sdo1,0,1
97,"Uncharacterized conserved protein related to methyl-CoM reductase subunit C, methanogenesis marker protein 7",0,0
98,"Uncharacterized conserved protein, contains SnoaL-like domain",1,2
99,"Iron-guanylylpyridinol (FeGP) cofactor biosynthesis protein, methyltransferase HcgC",1,0
100,Diphthamide biosynthesis methyltransferase,0,0
101,DNA polymerase B elongation subunit,0,0
102,Acetylornithine aminotransferase/4-aminobutyrate aminotransferase,0,2
103,"Uncharacterized conserved protein, DUF2096 domain",1,1
104,"DNA-directed RNA polymerase, alpha subunit/40 kD subunit",0,0
105,Uncharacterized integral membrane protein YrvD,0,1
106,Translation elongation factor EF-1alpha (GTPase),1,0
107,"Uncharacterized conserved protein, DUF749 domain",0,0
108,"ABC-type iron transporter FetAB, ATPase component",2,0
109,"ABC-type uncharacterized transport system, ATPase component",1,0
110,"Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily",1,1
111,Acyl-ACP thioesterase,1,0
112,Fumarylacetoacetate (FAA) hydrolase family protein,1,0
113,Ser-tRNA(Ala) deacylase AlaX (editing enzyme),0,0
114,Predicted molibdopterin-dependent oxidoreductase YjgC,1,1
115,Primase-polymerase (Primpol) domain protein,0,1
116,HD superfamily phosphohydrolase,2,1
117,"Uncharacterized conserved protein YpmS, DUF2140 family",0,1
118,Predicted metalloprotease,0,1
119,"Wyosine [tRNA(Phe)-imidazoG37] synthetase, radical SAM superfamily",0,1
120,Predicted metallopeptidase,1,1
121,"Predicted antitoxin component of a toxin-antitoxin system, DUF433 family",0,1
122,Flagellar biosynthesis regulator FlaF,0,1
123,"Dessication stress tolerance protein, LEA/WHy domain",1,1
124,"TRAP-type mannitol/chloroaromatic compound transport system, small permease component",1,0
125,Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins,1,0
126,Serine/threonine protein phosphatase PrpC,2,0
127,"FoF1-type ATP synthase, epsilon subunit",0,1
128,PII-like signaling protein,1,1
129,Phage terminase large (ATPase) subunit and inactivated derivatives,0,0
130,Alpha-L-arabinofuranosidase,1,0
131,CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein),1,1
132,"Uncharacterized Fe-S cluster-containing enzyme, radical SAM superfamily",1,0
133,"Uncharacterized conserved protein, DUF371 domain",1,0
134,Phage P2 baseplate assembly protein gpV,1,0
135,"ABC-type polar amino acid transport system, ATPase component",3,0
136,Phage head-tail adaptor,1,1
137,Capsular polysaccharide biosynthesis protein,1,0
138,Replication-associated recombination protein RarA (DNA-dependent ATPase),1,0
139,Leucine-rich repeat (LRR) protein,0,1
140,"ABC-type histidine transport system, ATPase component",0,1
141,DNA replication protein DnaC,0,1
142,"Ribosome biogenesis protein, NOL1/NOP2/FMU family",1,0
143,Peptide methionine sulfoxide reductase MsrA,1,0
144,Ribosomal protein S4E,0,1
145,PHP family phosphoesterase with a Zn ribbon,1,0
