,feature_name,cultured_feature_counts,uncultured_feature_counts
0,STAS domain,1,2
1,"ABC-type microcin C transport system, permease component YejB",1,0
2,"Methionine synthase I (cobalamin-dependent), methyltransferase domain",1,1
3,Precorrin-3B methylase,1,2
4,3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase,1,0
5,"Uncharacterized conserved protein, DUF1015 family",1,0
6,"Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains",2,1
7,FMN-dependent NADH-azoreductase,1,0
8,Pilin (type 1 fimbrial protein),1,1
9,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family",0,1
10,"DNA-binding transcriptional regulator, XRE-family HTH domain",0,1
11,"Delta-aminolevulinic acid dehydratase, porphobilinogen synthase",1,1
12,"Predicted RNase MK1237, contains PIN domain, UPF0278 family",1,0
13,"Uncharacterized conserved protein, contains a phytase-like domain",0,1
14,Dienelactone hydrolase,1,1
15,Histidine ammonia-lyase,1,1
16,"Predicted thiol-disulfide oxidoreductase YuxK, DCC family",1,0
17,Maltoporin (phage lambda and maltose receptor),0,2
18,GTP cyclohydrolase I,1,1
19,"UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family",1,2
20,"Lipoprotein NlpI, contains TPR repeats",1,0
21,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE",0,1
22,LysM repeat,0,1
23,Glutamine synthetase,1,0
24,"Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB",1,0
25,Phosphoglycerate mutase (BPG-dependent),1,1
26,UV DNA damage repair endonuclease,2,1
27,Conjugal transfer/entry exclusion protein,0,1
28,"Cbb3-type cytochrome oxidase, cytochrome c subunit FixO",1,1
29,Hemerythrin,0,2
30,"Uncharacterized membrane protein YgaE, UPF0421/DUF939 family",1,0
31,Cytidine deaminase,0,1
32,"Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase",0,2
33,Uncharacterized membrane protein YcfT,1,0
34,"Uncharacterized conserved protein YrzB, UPF0473 family",0,0
35,Indole-3-glycerol phosphate synthase,1,0
36,Chemotaxis signal transduction protein CheW,2,2
37,Intermembrane transporter PqiABC subunit PqiB,2,1
38,Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling),1,2
39,"Cdc6-related protein, AAA superfamily ATPase",2,1
40,"Uncharacterized conserved protein DfsB/IRC4, DUF1706 (PF08020) domain",1,1
41,"ABC-type transport system, periplasmic component",0,1
42,Formylmethanofuran dehydrogenase subunit C,1,0
43,Predicted P-loop ATPase/GTPase,3,1
44,Anti-sigma-K factor RskA,1,0
45,Outer membrane murein-binding lipoprotein Lpp,0,1
46,Membrane-associated phospholipid phosphatase,2,1
47,"ABC-type thiamine transport system, periplasmic component TbpA",1,0
48,"HD superfamily phosphodieaserase, includes HD domain of RNase Y",1,0
49,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",0,1
50,Alpha-L-arabinofuranosidase,3,0
51,RNase P protein component,1,1
52,Ribosomal protein L14E/L6E/L27E,3,1
53,Adenylate kinase or related kinase,2,0
54,Negative regulator of flagellin synthesis (anti-sigma28 factor),1,1
55,Galactose-1-phosphate uridylyltransferase,2,3
56,"DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain",1,1
57,"Anti-sigma factor ChrR, cupin superfamily",1,0
58,Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport,2,2
59,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",5,0
60,"dTDP-4-amino-4,6-dideoxygalactose transaminase",0,1
61,Putative salt-induced outer membrane protein YdiY,3,1
62,"Uncharacterized conserved protein, DUF2067 domain",1,0
63,Lysine/ornithine N-monooxygenase,1,1
64,Pyridoxal 5'-phosphate synthase subunit PdxS,2,1
65,DNA segregation ATPase FtsK/SpoIIIE or related protein,2,0
66,"NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC",0,2
67,ATP-dependent 26S proteasome regulatory subunit,1,0
68,"Predicted metal-dependent membrane protease YhfC, DUF2324 family",2,1
69,"Uncharacterized membrane protein YqgA, affects biofilm formation",0,1
70,5'(3')-deoxyribonucleotidase,2,0
71,Alpha/beta superfamily hydrolase,1,1
72,"Uncharacterized conserved protein, UPF0160 family",1,0
73,"Beta-phosphoglucomutase, HAD superfamily",0,1
74,"Lipopolysaccharide export LptBFGC system, permease protein LptF",1,0
75,Flagellar biogenesis protein FliO,0,2
76,"Rbosome biogenesis protein Nip4, contains PUA domain",1,0
77,Phage protein U,3,1
78,"Colicin E2 tolerance protein CbrC, UPF0167 family",1,0
79,"Uncharacterized conserved protein, DUF2118 domain",1,0
80,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",2,0
81,Quinol monooxygenase YgiN,3,2
82,"Cell division protein SepF/YlmF, interacts with FtsZ",0,2
83,Dihydroorotate dehydrogenase,0,1
84,Restriction endonuclease S subunit,3,0
85,"Sulfur transfer complex TusBCD TusC component, DsrF family",1,0
86,Cytochrome b involved in lipid metabolism,1,0
87,"Fimbrial subunit ScuA/B, ScuA/B/SCPU domain",0,2
88,"Ribonuclease BN, tRNA processing enzyme",1,2
89,Phosphate-selective porin,0,1
90,Flagellar hook-basal body complex protein FliE,0,1
91,CTP:molybdopterin cytidylyltransferase MocA,1,0
92,"AAA+-type ATPase, SpoVK/Ycf46/Vps4 family",0,3
93,GTP:adenosylcobinamide-phosphate guanylyltransferase,1,0
94,Ribosomal protein L27,2,1
95,"Protease, Ulp1 family",1,2
96,"Uncharacterized conserved protein, DUF2236 family",0,1
97,"Type II secretory pathway, PulJ/GspJ component",0,1
98,Pectin methylesterase and related acyl-CoA thioesterases,2,1
99,"ABC-type arginine transport system, permease component",1,1
100,Cyanophycinase and related exopeptidases,0,3
101,"Predicted DNA-binding protein AF1194, contains HTH domain, DUF2240 family",1,1
102,DNA primase (bacterial type),1,0
103,"Uncharacterized conserved protein, DUF2460 domain",0,1
104,3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase),4,1
105,"ABC-type Fe3+ transport system, permease component",0,1
106,"Predicted transcriptional regulator, contains C-terminal CBS domains",2,1
107,"Flagellar motility protein MotE, a chaperone for MotC folding",0,1
108,"Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains",1,0
109,"Uncharacterized conserved protein, DUF452 domain",1,0
110,Type VI protein secretion system component Hcp (secreted cytotoxin),1,1
111,"Uncharacterized HEPN domain protein YutE, UPF0331/DUF86 family",0,1
112,"3-Methyladenine DNA glycosylase, HhH-GPD/Endo3 superfamily",1,1
113,Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase),0,1
114,Seryl-tRNA synthetase,1,1
115,"ABC-type lipopolysaccharide export system, ATPase component",0,1
116,Glycosidase/amylase (phosphorylase),2,3
117,Endo-beta-N-acetylglucosaminidase D,4,0
118,Aminoglycoside N3'-acetyltransferase,1,2
119,Hemin uptake protein HemP,1,2
120,Uncharacterized N-terminal domain of the transcription elongation factor GreA,0,1
121,"Uncharacterized conserved protein YebE, UPF0316/DUF2179 family",2,2
122,Superfamily II DNA or RNA helicase,0,1
123,"RseB, negative regulator of sigma E activity",3,1
124,"HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)",2,0
125,"Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit",0,1
126,"Ni,Fe-hydrogenase III component G",1,0
127,Archaeal IMP cyclohydrolase,1,0
128,"Uncharacterized protein, contains DUF2461 domain",1,1
129,"Uncharacterized conserved protein, DUF1810 family",1,1
130,Uncharacterized membrane protein YfhO,1,1
131,Protein-L-isoaspartate O-methyltransferase,1,0
132,Uncharacterized conserved protein MTH_862,1,0
133,"NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily",0,1
134,Dipeptide/tripeptide permease,1,1
135,"Uncharacterized conserved protein, DUF1850 family",1,0
136,"Uncharacterized protein, contains phage Mu head morphogenesis gpF-like domain",1,2
137,"Predicted protease, Abi (CAAX) family",1,2
138,"Oxidoreductase (NAD-binding), involved in siderophore biosynthesis",1,1
139,"WGR domain, predicted DNA-binding domain in MolR",0,1
140,"GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA)",1,0
141,Dihydroorotase or related cyclic amidohydrolase,1,2
142,tRNA (Thr-GGU) A37 N6-methylase,0,1
143,Predicted archaeal methyltransferase,0,3
144,"Xanthosine utilization system component, XapX domain",1,0
145,"NADH pyrophosphatase NudC, Nudix superfamily",1,1
146,Ribosomal protein L11 methylase PrmA,1,0
147,"Uncharacterized conserved protein YozE, UPF0346 family",2,2
148,Fe2+ transporter FeoB,0,1
149,Chitodextrinase,1,2
150,Ribonucleotide reductase alpha subunit,1,0
151,3'->5' ssDNA/RNA exonuclease TatD,0,2
152,"Hemolysin-related protein, contains CBS domains, UPF0053 family",1,0
153,"Na+-dependent transporter, SNF family",0,1
154,Choline-glycine betaine transporter,0,2
155,Superfamily I DNA and/or RNA helicase,1,0
156,Heme-binding NEAT domain,0,0
157,Phosphodiesterase/alkaline phosphatase D,1,0
158,"Transcriptional regulator of competence genes, TfoX/Sxy family",0,0
159,23S rRNA maturation mini-RNase III,2,0
160,Epoxyqueuosine reductase QueH (tRNA modification),2,0
161,Cell division protein FtsX,0,1
162,Adenine-specific DNA N6-methylase,2,0
163,Myo-inositol-1-phosphate synthase,1,1
164,"TRAP-type uncharacterized transport system, fused permease components",1,1
165,"Ras-like GTP-binding stress-induced protein YcjX,  DUF463 family",2,1
166,"Uncharacterized conserved protein, contains GBA2_N and DUF608 domains",0,1
167,Dihydropteroate synthase,0,1
168,"Uncharacterized conserved protein, contains PIN-related Mut7-C RNAse domain",1,1
169,"Zn/Ni/Co-binding GTPase YjiA, predicted metallochaperone, CobW/Nha3/YciC family",0,1
170,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family",1,0
171,Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase,0,1
172,"Uncharacterized conserved protein, PKD repeat domain",1,3
173,"ABC-type Mn2+/Zn2+ transport system, ATPase component",0,1
174,"Uncharacterized conserved protein, DUF2125 domain",1,1
175,"Predicted membrane anchor for polysulfide/nitrite-type reductase, PsrC/NrfD syperfamily",0,1
176,"Lysyl-tRNA synthetase, class I",2,1
177,Chitinase,0,3
178,"Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN",0,1
179,"Predicted hydrocarbon binding protein, contains 4VR domain",2,2
180,"Type IV secretory pathway, component VirB8",0,0
181,Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases,2,0
182,"ABC-type branched-chain amino acid transport system, ATPase component LivF",0,1
183,"Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain",1,1
184,"Uncharacterized conserved protein, DUF1430 domain",1,0
185,"Uncharacterized protein, contains ACT and PBP-like DUF5612 domains, MJ1458 family",2,0
186,"Glyoxalase ElbB, DJ-1 superfamily",2,1
187,Homoaconitase/3-isopropylmalate dehydratase large subunit,2,2
