,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Phage tail protein,1,0
1,"Uncharacterized protein, contains DUF1214 domain",0,0
2,"Uncharacterized conserved protein, DUF1326 domain",0,1
3,"Uncharacterized secreted protein, contains LVIVD repeats, choice-of-anchor domain",0,1
4,"Uncharacterized conserved protein, DUF166 domain",0,0
5,"Uncharacterized conserved protein, DUF2087 family",0,1
6,"Uncharacterized protein, contains DUF2185 domain",1,0
7,"Uncharacterized Fe-S cluster-containing enzyme, radical SAM superfamily",1,0
8,Ubiquinone biosynthesis protein COQ9,0,1
9,Phage head maturation protease,1,0
10,"Uncharacterized conserved protein, DUF2390 domain",0,1
11,"Uncharacterized conserved protein, contains Zn-finger domain of CHY type",1,0
12,"Uncharacterized conserved protein, MAPEG superfamily",1,1
13,"Uncharacterized conserved protein, DUF2336 family",0,1
14,"Polyhydroxyalkanoate (PHA) synthesis regulator protein, binds DNA and PHA",0,2
15,"Predicted nuclease, RecB family",1,0
16,Predicted N-acyltransferase,2,0
17,"Uncharacterized conserved protein, DUF1272 domain",1,0
18,"Uncharacterized protein, contains Mth938-like domain",0,2
19,Uncharacterized conserved protein MJ0498,1,0
20,"Uncharacterized protein, contains DUF4139 domain",0,1
21,"Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains",0,1
22,Uncharacterized Fe-S cluster-containing protein,1,1
23,"Uncharacterized conserved protein, DUF483 domain",1,0
24,"Uncharacterized conserved protein, DUF2195 domain",1,0
25,"Pheromone shutdown protein TraB, contains GTxH motif (function unknown)",1,2
26,"Putative phage head morphogenesis protein, F of phage Mu or gp7 of SPP1",1,0
27,"Uncharacterized conserved protein, DUF2225 family",0,1
28,"Uncharacterized membrane protein, UPF0136 family",0,2
29,NCAIR mutase (PurE)-related protein,1,0
30,"Uncharacterized conserved protein, conains N-terminal glutamine amidotransferase (GATase1)-like domain",0,1
31,"Predicted GntP-related membrane permease AF0261, DUF401 family",0,1
32,"Uncharacterized conserved protein, contains Extensin-like_C domain",1,0
33,Predicted periplasmic protein,1,0
34,Phage capsid portal protein XkdE,1,0
35,"Predicted house-cleaning noncanonical NTP pyrophosphatase, all-alpha NTP-PPase (MazG) superfamily",1,0
36,"Predicted protease, Abi (CAAX) family",1,1
37,Uncharacterized integral membrane protein,0,1
38,"Phage-related protein, tail protein J",0,2
39,"Uncharacterized protein, contains SWIM-type Zn finger domain",1,0
40,Phage capsid protein,0,1
41,"Uncharacterized conserved protein, DUF2171 domain",0,2
42,"Uncharacterized small protein, DUF1192 family",0,1
43,"Uncharacterized protein, contains phage Mu head morphogenesis gpF-like domain",0,1
44,"Predicted RNase MK1237, contains PIN domain, UPF0278 family",0,1
45,Conjugal transfer/entry exclusion protein,0,1
46,"Uncharacterized conserved protein, DUF356 domain",0,1
47,"Uncharacterized conserved protein, DUF1674 domain",1,0
48,"Uncharacterized conserved protein, DUF2267 family",1,0
49,"Uncharacterized conserved protein, DUF1365 family",0,1
50,Predicted archaeal methyltransferase,1,0
51,Phage-related minor tail protein,0,0
52,"Uncharacterized metal-binding protein, DUF2227 family",0,1
53,Uncharacterized domain associated with phage/plasmid primase,0,0
54,"Predicted ABC-type sugar transport system, permease component",0,1
55,"MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain",1,0
56,"Transposase, IS1182 family",0,2
57,Predicted Zn-dependent protease,0,1
58,Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats,0,1
59,"Predicted acyltransferase, DUF1624 domain",1,0
60,Putative component of the toxin-antitoxin plasmid stabilization module,0,1
61,"Predicted archaeal serine protease, S18 family",0,1
62,Predicted neuraminidase (sialidase),1,0
