,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Phosphatidylglycerophosphatase A (PgpA) (PDB:1RFZ),2,0
1,Ribosomal protein S13 (RpsM) (PDB:4V4H),1,1
2,"Uncharacterized conserved protein, contains a C-terminal ATPase domain",2,0
3,"Glycogen debranching enzyme (alpha-1,6-glucosidase) (GDB1) (PDB:5D06)",1,0
4,"Uncharacterized conserved protein, DUF1850 family",1,0
5,Mevalonate pyrophosphate decarboxylase (MVD1) (PDB:1FI4),0,1
6,Uncharacterized conserved protein (PDB:2L3A),1,0
7,Na+/H+ antiporter NhaA (NhaA) (PDB:1ZCD) (PUBMED:25746996),1,1
8,"Predicted metal-dependent phosphohydrolase, HD superfamily",1,0
9,"Beta-glucanase, GH16 family (BglS) (PDB:1AJK)",1,0
10,Mitochondrial fission protein ELM1 (ELM1),1,0
11,"Anti-sigma factor ChrR, cupin superfamily (ChrR) (PDB:2Q1Z)",0,1
12,Ribonuclease PH (Rph) (PDB:1UDO),1,0
13,"CHAD domain, binds inorganic polyphosphates (CHAD) (PDB:3E0S) (PUBMED:12456267;31133615)",0,1
14,"Putative sterol carrier protein, contains SCP2 domain (SCP2)",0,1
15,5-oxoprolinase subunit B/Allophanate hydrolase subunit 1 (PxpB) (PDB:2KWA) (PUBMED:28830929),2,0
16,Dihydroorotase (PyrC) (PDB:2Y3D),1,0
17,Cu/Ag efflux pump CusA (CusA) (PDB:3K07),1,0
18,RecB family exonuclease (Slr0479),1,0
19,Tryptophan synthase alpha chain (TrpA) (PDB:6HUL),1,0
20,"Stage V sporulation protein SpoVAD, subunit of dipicolinate uptake complex (SpoVAD) (PDB:3LM6)",0,1
21,"Glucose dehydrogenase, PQQ-dependent (Gcd) (PDB:1FLG)",0,1
22,"ABC-type uncharacterized transport system, ATPase component",1,0
23,Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246),0,2
24,"Uncharacterized conserved protein, DUF2145 domain",1,1
25,"DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)",1,0
26,Uncharacterized Fe-S cluster-containing protein,0,1
27,"CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",1,0
28,Protein adenylyltransferase (AMPylase) SelO/YdiU (selenoprotein O) (SelO) (PDB:6EAC) (PUBMED:30270044),2,0
29,"Uncharacterized conserved protein YfbU, UPF0304 family (YfbU) (PDB:1WPB)",0,1
