,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Alpha-acetolactate decarboxylase,1,0
1,"Uncharacterized conserved protein, DUF1178 domain",1,0
2,"DNA replication initiation complex subunit, GINS family",0,1
3,Fumarate reductase subunit D,2,0
4,Lipoate synthase,1,2
5,"Predicted metal-dependent carbohydrate esterase YdaL, contains NodB-like catalytic (CE4) domain",0,2
6,Putative salt-induced outer membrane protein YdiY,0,2
7,LPS sulfotransferase NodH,1,0
8,Putative heme iron utilization protein,1,0
9,"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB",0,1
10,Type III secretion system effector SseC (host membrane pore formation),1,1
11,Inorganic pyrophosphatase/exopolyphosphatase,0,2
12,"Outer membrane channel-forming protein BP26/OMP28, SIMPL family",1,0
13,"Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfA subunit",0,1
14,"ABC-type Fe3+ transport system, permease component",1,0
15,"Uncharacterized conserved protein, DUF596 domain",0,1
16,BRCT domain type II,0,0
17,Lipoprotein subunit MlaA of the ABC-type intermembrane phospholipid transporter Mla,0,0
18,Protease II,0,0
19,PepSY-associated TM region,0,0
20,"DNA-binding transcriptional regulator, XRE-family HTH domain",0,2
21,NADH:ubiquinone oxidoreductase 49 kD subunit (chain D),0,0
22,"Predicted transcriptional regulator, contains CW (cell wall-binding) repeats and an HTH domain",0,1
23,Sulfur oxidation protein SoxY,0,1
24,Ribosomal protein L40E,1,0
25,Seryl-tRNA synthetase,1,0
26,"Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs",0,2
27,"Uncharacterized conserved protein, DUF3820 family",0,1
28,"ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation",0,0
29,"Uncharacterized conserved protein YxeA, DUF1093 family",1,0
30,"House-cleaning carbohydrate phosphatase, DUF89 family",2,0
31,"Colicin E2 tolerance protein CbrC, UPF0167 family",1,0
32,"Methionine synthase I (cobalamin-dependent), methyltransferase domain",0,0
33,"Uncharacterized conserved protein, MAPEG superfamily",1,1
34,"Cobalamin biosynthesis protein CobN, Mg-chelatase",0,1
35,Murein tripeptide amidase MpaA,0,1
36,Guanylate kinase,1,0
37,UDP-N-acetylglucosamine pyrophosphorylase,1,0
38,"Pyrrolysine biosynthesis ligase PylC and related enzymes, ATP-grasp superfamily",0,0
39,Type VI protein secretion system component VasA,1,0
40,"NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)",1,0
41,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain",0,1
42,"Uncharacterized conserved protein MJ1445, calcineurin-like phosphoesterase superfamily",1,1
43,"Na+-transporting oxaloacetate/methylmalonyl-CoA decarboxylase, beta subunit",0,1
44,"Desulfoferrodoxin, superoxide reductase-like (SORL) domain",1,0
45,"Uncharacterized conserved protein, DUF366 domain",0,1
46,"Predicted  nucleic acid-binding protein, contains Zn-ribbon domain",0,1
47,"Protein kinase association domain CaMKII_AD, NTF2-like superfamily",0,1
48,Homospermidine synthase,0,1
49,Nucleoside-triphosphatase THEP1,0,1
50,ATP-dependent helicase/DNAse subunit B,1,1
51,CRISPR-Cas system type III CSM-effector complex small subunit Csm2,0,0
52,"Uncharacterized conserved protein, UCP014979 family",1,1
53,"Transcription initiation factor TFIIIB, Brf1 subunit/Transcription initiation factor TFIIB",1,0
54,"Iron only hydrogenase large subunit, C-terminal domain",0,1
55,Steroid 5-alpha reductase family enzyme,1,2
56,Dienelactone hydrolase,2,0
57,Transposase (or an inactivated derivative),2,1
58,"ATP-dependent protease ClpP, protease subunit",1,1
59,"Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily",0,0
60,"Lysylphosphatidylglycerol synthetase MprF, lysyl-tRNA-binding C-terminal domain",1,1
61,"Predicted epimerase YddE/YHI9, PhzF superfamily",0,1
62,Ketosteroid isomerase homolog YybH,1,0
63,Fatty-acid desaturase,1,0
64,"Uncharacterized conserved protein, DUF1778 family",1,1
65,Hexokinase,0,1
66,"Uncharacterized conserved protein YdbL, DUF1318 family",1,0
67,"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family",1,1
68,"Uncharacterized conserved protein, UPF0280 family, ApbE superfamily",1,0
69,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,1,0
70,Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain,0,1
71,"Membrane-bound acyltransferase YfiQ, involved in biofilm formation",1,0
72,CTP synthase (UTP-ammonia lyase),2,0
73,Lantibiotic modifying enzyme,1,2
74,"Uncharacterized conserved protein, contains CHAT domain",0,2
75,"Uncharacterized conserved protein, UPF0335 family",0,0
76,Ribosomal protein S7,1,1
77,Chitinase,1,0
78,"YycH protein, regulator of the WalKR two-component signal transduction system",0,0
79,"Uncharacterized membrane protein YcjF, UPF0283 family",0,1
80,Protein tyrosine/serine phosphatase Oca4,1,1
81,"DNA-directed RNA polymerase, subunit N (RpoN/RPB10)",0,1
82,"Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family",1,0
83,dsRNA-specific ribonuclease,0,1
84,"Pilus assembly protein, ATPase of CpaF family",0,1
85,Glycopeptide antibiotics resistance protein,1,0
86,"ABC-type Na+ transport system, ATPase component NatA",1,0
87,"Uncharacterized conserved protein YmfQ in lambdoid prophage, DUF2313 family",0,1
88,"Uncharacterized protein MTH814, DUF2098 family",0,0
89,Flavorubredoxin,0,1
90,"Uncharacterized conserved protein, DUF505 domain",1,0
91,"Predicted homoserine dehydrogenase, contains C-terminal SAF domain",0,0
92,"Heterodisulfide reductase, subunit A (polyferredoxin)",0,1
93,"Flagellar basal body lipoprotein FlgP, LPP20 family",0,0
94,Glycosyltransferase involved in cell wall bisynthesis,0,2
95,DNA-binding winged helix-turn-helix (wHTH) domain,1,0
96,NADH:ubiquinone oxidoreductase subunit 4 (chain M),0,1
97,"Metal-dependent phosphatase/phosphodiesterase, HD supefamily",0,1
98,"Predicted RNA-binding protein, contains PUA-like EVE domain",1,1
99,"Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain",1,0
100,"ACT domain, ACT-7 family",0,0
101,Predicted HD phosphohydrolase,0,0
102,"tRNA U34 5'-hydroxylase TrhO, rhodanese family",1,0
103,"Uncharacterized conserved protein YfdQ, DUF2303 family",1,1
104,Uncharacterized domain of signal transduction histidine kinase BarA,0,1
105,Regulator of RNase E activity RraB,1,1
106,Flagellum-specific peptidoglycan hydrolase FlgJ,1,0
107,Preprotein translocase subunit SecD,0,1
108,Arginine deiminase,2,0
109,Zn-dependent membrane protease YugP,2,1
110,Uri superfamily endonuclease,0,0
111,Methanogenic corrinoid protein MtbC1,1,0
112,"Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG",0,1
113,CMP-2-keto-3-deoxyoctulosonic acid synthetase,0,1
114,"Uncharacterized conserved protein MJ0832_1, predicted component of type IV pili-like system, UPF0333 family",0,2
115,"Uncharacterized conserved protein, DUF169 family",0,1
116,Queuine/archaeosine tRNA-ribosyltransferase,0,0
117,ERCC4-related helicase,0,0
118,GTP cyclohydrolase FolE2,2,0
119,"Uncharacterized conserved protein YpmB, contains C-terminal PepSY domain",0,0
120,"ABC-type thiamine transport system, ATPase component ThiQ",1,1
121,"CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family",1,1
122,Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase,1,0
123,Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase),0,1
124,"Type IV secretory pathway, protease TraF",1,0
125,Low affinity Fe/Cu permease,0,2
126,Hydrogenase maturation factor HypD,0,0
127,"Uncharacterized conserved protein YuzB, UPF0349 family",3,0
128,Polygalacturonase,1,0
129,Aminoglycoside phosphotransferase family enzyme,1,0
130,"Cell fate regulator YmcA, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)",1,0
131,Ferredoxin-fold anticodon binding domain,0,0
132,"N-hydroxylaminopurine reductase YiiM, contains MOSC domain",1,0
133,"Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB",0,1
134,N-acetylneuraminic acid mutarotase,0,1
135,Phage head maturation protease,0,0
136,ATP-dependent Zn proteases,1,0
137,"Riboflavin transporter RibN, EamA domain",0,1
138,"ABC-type polysaccharide transport system, permease component",1,0
139,Transposase,0,1
140,"Uncharacterized conserved protein, DUF2076 domain",0,0
141,NADPH-dependent glutamate synthase beta chain or related oxidoreductase,0,1
142,"Nitric oxide synthase, oxygenase domain",0,1
143,"Predicted phosphohydrolase YqeG, HAD superfamily",1,0
144,Molecular chaperone DnaK (HSP70),1,0
145,Ribosomal protein L29,1,0
146,"Sulfur transfer protein SufE, Fe-S cluster assembly",0,0
147,"Aryl-phospho-beta-D-glucosidase BglC, GH1 family",1,0
