,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Glycogen synthase (GlgA) (PDB:1RZU),0,1
1,Hemolysin activation/secretion protein (FhaC) (PDB:2MHJ),0,1
2,Cell wall assembly regulator SMI1 (Killer toxin-resistance protein 4) (SMI1) (PDB:5J1B),0,0
3,Predicted amino acid racemase (YhfX) (PDB:4KBX) (PUBMED:23091052),1,0
4,"ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain (YprA)",2,0
5,Box C/D ribonucleoprotein Nop56/Prp31/SIK1 subunit (SIK1) (PDB:6ND4) (PUBMED:22496443),0,1
6,"Predicted RNA-binding protein, contains PUA-like EVE domain (PDB:1WMM)",1,1
7,"2-Methylisocitrate lyase and related enzymes, PEP mutase family (PrpB) (PDB:1XG3)",0,1
8,"Uncharacterized conserved protein, DUF2332 domain",0,1
9,Acyl-CoA thioesterase (TesB) (PDB:1C8U),1,0
10,Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase) (PurK) (PDB:1B6R),1,0
11,"Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function) (CyaB) (PDB:1YEM)",1,0
12,GTPase involved in cell partioning and DNA repair (Obg) (PDB:1LNZ),0,0
13,Ribosomal protein S4 or related protein (RpsD) (PDB:4V4H),0,0
14,Virulence factor SrfB-related protein (SrfB) (PUBMED:10844662;31766712),0,0
15,Phosphate starvation-inducible membrane PsiE (function unknown) (PsiE),1,1
16,"Uncharacterized membrane protein YoaK, UPF0700 family (YoaK)",0,0
17,Sugar phosphate permease (UhpC) (PDB:1PW4),1,0
18,"ABC-type anion transport system, duplicated permease component",0,0
19,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),0,0
20,Arginyl-tRNA synthetase (ArgS) (PDB:1BS2),1,0
21,Tellurite resistance protein TerB (TerB) (PDB:2JXU) (PUBMED:23044854;26778143),0,0
22,Ribulose bisphosphate carboxylase small subunit (RbcS) (PDB:2YBV),0,0
23,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB (NqrB) (PDB:4P6V)",1,0
24,Uncharacterized conserved protein (PDB:2L3A),0,1
25,"Type III secretion system substrate exporter, FlhB-like (YlqH)",0,1
26,Predicted transglutaminase-like protein (PDB:4FGO),0,0
27,Septum site-determining protein MinC (MinC) (PDB:1HF2),0,0
28,S-formylglutathione hydrolase FrmB (FrmB) (PDB:1DQY),0,2
29,K+ uptake protein Kup (Kup),1,0
30,"Uncharacterized conserved protein YegJ, DUF2314 family (YegJ) (PUBMED:12679016)",1,0
31,Ribosomal protein S11 (RpsK) (PDB:4V4H),0,0
32,Spermidine/putrescine-binding periplasmic protein (PotD) (PDB:1POT),0,0
33,"ABC-type phosphonate transport system, ATPase component PhnK (PhnK) (PUBMED:19516334)",1,1
34,Arginine/ornithine N-succinyltransferase beta subunit (AstA) (PDB:1YLE),1,0
35,"Spore germination receptor GerABC, GerC subunit (GerAC) (PUBMED:19748359)",0,0
36,"Regulator of phage lambda lysogenization HflD, binds to CII and stimulates its degradation (HflD) (PDB:1QZ4)",0,0
37,Putative NADPH-quinone reductase (modulator of drug activity B) (MdaB) (PDB:1D4A),1,0
38,"CRISPR-Cas system type II-D effector complex subunit Csx10, RAMP superfamily Cas5 group (Csx10gr5)",0,3
39,"Eukaryotic-type DNA primase, catalytic (small) subunit (PRI1) (PDB:1G71)",0,0
40,Maltose-binding periplasmic protein MalE (MalE) (PDB:1T0K),0,0
41,"Heme-binding protein HbpS, GlcG/HbpS family (GlcG) (PDB:2A2L) (PUBMED:19244623;25342754)",1,0
42,Homocysteine/selenocysteine methylase (S-methylmethionine-dependent) (MHT1) (PDB:5DML),0,1
43,Spore coat protein YwqH (YwqH) (PUBMED:9353933),1,1
44,Nitrous oxide reductase accessory protein NosL (NosL) (PDB:2HPU),0,0
45,Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33),0,0
46,"Uncharacterized membrane protein, DUF1361 domain",2,0
47,"Heavy metal-bindng TRASH/YHS domain, predicted Cu/Ag metallochaperone (YHS)",1,0
48,Thiamine kinase or a related kinase (CotS) (PDB:3DXQ),1,0
49,Large exoprotein involved in heme utilization or adhesion (FhaB) (PDB:4RM6),0,1
50,"Uncharacterized conserved protein YqiB, DUF1249 family (yqiB)",0,0
51,"Mannitol/fructose-specific phosphotransferase system, IIA domain (MtlA2) (PDB:1A3A)",0,0
52,Preprotein translocase subunit SecG (Sec61beta) (SBH1),0,0
53,"NTP pyrophosphatase, house-cleaning of non-canonical NTPs (MazG) (PDB:1VMG)",1,0
54,"Uncharacterized membrane protein YjjP, DUF1212 family (YjjP)",1,0
55,Predicted metalloprotease (YpfJ),0,1
56,Transglutaminase (Tgl) (PDB:4PA5),0,0
57,"EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant) (EAL) (PDB:2BAS)",0,0
58,Uncharacterized membrane protein YwaF (YwaF),0,1
59,"Lysine export protein LysO/YbjE, DUF340 family (LysO) (PUBMED:25845847)",0,1
60,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",0,0
61,Carbonic anhydrase (Cah) (PDB:1KOP) (PUBMED:12730195),0,0
62,Sensor histidine kinase YesM (YesM),1,0
63,"Nitric oxide synthase, oxygenase domain (PDB:4D3V)",0,0
64,Lipoprotein subunit MlaA of the ABC-type intermembrane phospholipid transporter Mla (MlaA) (PDB:5NUQ),0,1
65,"Translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family (GCD2) (PDB:5B04)",1,0
66,Uncharacterized conserved protein MJ0491,1,0
67,"Holliday junction resolvase Hjc, archaeal type (PDB:1GEF)",2,0
68,"Fido, protein-threonine AMPylation domain (FIDO) (PDB:2F6S) (PUBMED:19503829)",1,0
69,Outer membrane receptor for ferrienterochelin and colicins (FepA) (PDB:2HDF) (PUBMED:16468998),1,0
70,Uncharacterized conserved protein (PUBMED:19495416),0,1
71,"K+/H+ antiporter KhtSTU, c-di-AMP-binding regulatory subunit KhtT, contains RCK_C (TrkA_C) domain (KhtT) (PDB:4J90) (PUBMED:24330391;31061098)",2,0
72,Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV),0,0
73,"Desulfoferrodoxin, superoxide reductase-like (SORL) domain (SORL) (PDB:1DFX)",0,0
74,16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B) (RsmG) (PDB:1XDZ) (PUBMED:15375115;22031445),0,0
75,"Predicted Co/Zn/Cd cation transporter, cation efflux family",0,1
76,Intein/homing endonuclease (Hop) (PDB:1EF0),0,1
77,"mRNA-degrading endonuclease YafQ (mRNA interferase), toxin component of the YafQ-DinJ toxin-antitoxin module (YafQ) (PDB:4MMG)",0,1
78,Putative hemolysin,0,0
79,NADH:ubiquinone oxidoreductase subunit 1 (chain H) (NuoH) (PDB:6HUM),1,0
80,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)",1,2
81,CO dehydrogenase/acetyl-CoA synthase alpha subunit (CdhA) (PDB:3CF4),0,1
82,"Type III secretory pathway, EscR/YscR component (EscR) (PDB:6R6B)",0,0
83,"Uncharacterized conserved protein, DUF1009 family (PDB:4GGM)",0,1
84,"Predicted methyltransferase MtxX, methanogen marker protein 4",3,0
85,Mg2+/citrate symporter (CitM),0,1
86,"Stage IV sporulation protein SpoIVA, required for spore cortex formation and coat assembly (SpoIVA) (PUBMED:19775244;23267091)",0,0
87,"ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase (RfaE) (PDB:5X9Q)",1,0
88,"Uncharacterized conserved protein, DUF1704 domain",0,1
89,F420-dependent methylenetetrahydromethanopterin dehydrogenase (Mtd) (PDB:1QV9),1,0
90,Flagellar capping protein FliD (FliD) (PDB:5FHY),1,0
91,ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD),0,0
92,Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE),0,1
93,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (PhnI),1,1
94,Uncharacterized conserved protein YwgA (YwgA),0,0
95,"16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)",1,0
96,Energy-converting hydrogenase A subunit M (EhaM) (PDB:1NXH),1,0
97,"Stage II sporulation protein SpoIIM, component of the engulfment complex (SpoIIM)",0,1
98,"Binding protein subunit MlaB of the ABC-type intermembrane phospholipid transporter Mla, contains STAS domain (MlaB)",1,0
99,Dolichol kinase (SEC59),0,1
100,"Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family (YfaS) (PDB:2A73)",1,1
101,Antirestriction protein ArdA (ArdA) (PDB:2W82),0,0
102,"Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily (YnfA) (PUBMED:25560019)",0,0
103,Surface antigen (LipA17),0,0
104,"Uncharacterized conserved protein AF0170, contains SAB, hemerythrin HHE, and PAS domains (PDB:2QKP) (PUBMED:18675376)",0,1
105,Phosphotransferase system sorbitol-specific IIC component (SrlA),2,0
106,"Fermentation-respiration switch esterase FrsA, DUF1100 family (FrsA)",0,0
107,Uridine kinase (Udk) (PDB:5B3F),0,0
108,"1,4-alpha-glucan branching enzyme (GlgB) (PDB:4LPC) (PUBMED:25871919)",0,1
109,Arginine/lysine/ornithine decarboxylase (LdcC) (PDB:1C4K),0,0
110,"DNA-binding transcriptional regulator GbsR, MarR family (GbsR) (PDB:1KU9)",0,0
111,3-polyprenyl-4-hydroxybenzoate decarboxylase (UbiD) (PDB:2IDB) (PUBMED:28057757),0,1
112,"Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfC subunit (RnfC)",1,0
113,Hemerythrin domain-containing protein,0,0
114,"Uncharacterized conserved protein, DUF2112 domain",1,0
115,"Fe-S cluster assembly protein CyaY, frataxin homolog (CyaY) (PDB:1EKG)",1,0
116,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)",0,1
117,Sirohydrochlorin ferrochelatase (SirB) (PDB:1TJN),1,0
118,Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6),0,0
119,CRISPR-Cas system type-V protein Cas12a (Cas12a),0,0
120,Endonuclease III (Nth) (PDB:4UOB),1,1
121,"Hemolysin-related protein, contains CBS domains, UPF0053 family (TlyC) (PDB:2NQW)",1,0
122,Lipase chaperone LimK (LimK),0,1
123,Signal transduction histidine kinase (BaeS) (PDB:1JOY),0,1
124,Uncharacterized membrane protein (PDB:5VRE),0,1
125,Outer membrane protease (OmpT) (PDB:1I78),0,1
126,"Predicted lipid-binding transport protein, Tim44 family (Tim44) (PDB:2CW9)",0,1
127,UDP-N-acetylenolpyruvoylglucosamine reductase (MurB) (PDB:2MBR),1,0
128,Arginine deiminase (ArcA) (PDB:2A9G),0,1
129,Uncharacterized sporulation protein YtxC (YtxC) (PUBMED:3027671;8969504;9387221),0,1
130,"ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component (YkoE) (PDB:5EDL)",2,0
131,"Archaeal fructose 1,6-bisphosphatase (FbpA) (PDB:1UMG)",0,1
132,"Prenyltransferase, beta subunit (CAL1)",0,1
133,Anaerobic selenocysteine-containing dehydrogenase (BisC) (PDB:1EU1),0,0
134,"Predicted restriction endonuclease, Mrr-cat superfamily",0,1
135,Bacteriophage protein gp37,1,0
136,"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold (EstA) (PDB:1I6W)",0,1
137,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),1,0
138,"Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains (YprB)",0,0
139,Acyl-carrier protein (citrate lyase gamma subunit) (CitD),1,0
140,"Predicted acyltransferase, LPLAT superfamily",1,0
141,"Stage V sporulation protein SpoVAD, subunit of dipicolinate uptake complex (SpoVAD) (PDB:3LM6)",0,1
142,"Uncharacterized conserved protein, DUF2218 domain (PDB:2JPI)",0,0
143,"Predicted phosphohydrolase, HAD superfamily (PDB:1Y8A)",1,0
144,Pullulanase/glycogen debranching enzyme (PulA) (PDB:2WSK),2,0
145,"Uncharacterized protein, contains DUF1214 domain",1,0
146,"Uncharacterized conserved protein YwqG, DUF1963 family (YwqG) (PDB:1PV5)",0,0
147,Mu-like prophage FluMu protein gp41 (gp41),0,1
148,Glycosidase/amylase (phosphorylase) (AmyA) (PDB:2P67) (PUBMED:29684280),1,0
149,"Uncharacterized conserved protein YfkK, UPF0435 family (YfkK)",1,0
150,"Uncharacterized short protein YbdD, DUF466 family (YbdD)",1,0
151,N-acetylmuramoyl-L-alanine amidase (AmiC) (PDB:1JWQ),0,0
152,Transcriptional regulator CtsR (CtsR) (PDB:3H0D),1,0
153,"ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component (FepC) (PDB:2NQ2)",0,0
154,"3-dehydroquinate synthase, class II (AroB2)",0,0
155,Adenosine/AMP kinase (PDB:1RLH),1,0
156,Bacterial lipocalin Blc (Blc) (PDB:1QWD),1,0
157,"MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity (MraZ) (PDB:1N0E)",0,0
158,CMP-2-keto-3-deoxyoctulosonic acid synthetase (KdsB) (PDB:1VH1),1,0
159,Superfamily I DNA and RNA helicases,0,0
160,"Predicted membrane chloride channel, bestrophin family (YneE) (PDB:4RDQ)",0,0
161,"DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family (Mcm2) (PDB:3F8T)",1,0
162,"Signal transducer regulating beta-lactamase production, contains metallopeptidase domain (MecR1)",0,1
163,"5S rRNA maturation ribonuclease M5, contains TOPRIM domain (RnmV) (PDB:2FCJ)",0,0
164,"Transcriptional regulator of competence genes, TfoX/Sxy family (TfoX) (PDB:2OD0)",1,0
165,Ubiquinone biosynthesis protein Coq4 (COQ4),1,0
166,"Stage V sporulation protein SpoVAF, subunit of dipicolinate uptake complex, GerA superfamily (SpoVAF) (PUBMED:7934829;1368705)",0,1
167,"Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily (OpgE) (PDB:5ZZU)",0,1
168,DNA-binding transcriptional regulator ModE (molybdenum-dependent) (ModE) (PDB:1B9M) (PUBMED:19779461),0,0
169,"Aldo/keto reductase, related to diketogulonate reductase (ARA1) (PDB:1Q13)",0,0
170,Predicted amidohydrolase (PDB:2OGJ),0,0
171,Erythromycin esterase homolog (YbfO) (PDB:2QGM),0,0
172,"Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family (PDB:2F46)",0,1
173,Pyruvate carboxylase (PycA) (PDB:5VYW),0,1
174,"Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit (RnfB) (PUBMED:24045950)",1,1
175,5'(3')-deoxyribonucleotidase (YorC) (PDB:1MH9),0,0
176,"Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain (RoxA) (PDB:1VRB)",0,0
177,Spore maturation protein CgeB,0,0
178,L-arabinose isomerase (AraA) (PDB:2AJT),0,1
179,Autotransporter translocation and assembly protein TamB (TamB) (PDB:5VTG),1,0
180,Translation initiation factor 1 (eIF-1/SUI1) (SUI1) (PDB:1D1R),1,0
181,"Uncharacterized conserved protein, DUF356 domain",0,1
182,Trimethylamine:corrinoid methyltransferase (MttB2),0,0
183,"Uncharacterized Zn-finger containing protein, UPF0148 family",1,0
184,"Uncharacterized metalloenzyme YdcJ, glyoxalase superfamily (YdcJ) (PDB:2RJB)",1,0
185,Biotin operon repressor (BirA) (PDB:1BIA),0,0
186,Pyridoxal/pyridoxine/pyridoxamine kinase (PdxK) (PDB:5ZW9) (PUBMED:19096365;23189126),0,0
187,"Protein N-terminal and lysine N-methylase, NNT1/EFM7 family (Nnt1) (PDB:3BZB) (PUBMED:23349634;26545399)",0,0
188,"ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain (RbsB) (PDB:1BA2)",0,0
189,"Uncharacterized conserved protein YciU, UPF0263 family (YciU) (PDB:1NNV)",0,0
190,6-phosphogluconate dehydrogenase (decarboxylating) (YqeC) (PDB:4E21),1,0
191,"Uncharacterized CoxE-like protein,  contains von Willebrand factor type A (vWA) domain (CoxE2)",1,0
192,Sarcosine oxidase delta subunit (SoxD) (PDB:2GAH),0,0
193,Accessory gene regulator protein AgrB (AgrB),0,0
194,"Transposase, IS1182 family",1,0
195,Aminoglycoside phosphotransferase family enzyme,1,0
196,"Ethanolamine transporter EutH, required for ethanolamine utilization at low pH (EutH) (PUBMED:15466042)",1,0
197,"Uncharacterized metal-binding protein MJ0455, DUF1847 family",1,0
198,Type 1 glutamine amidotransferase (GATase1)-like domain,2,0
199,Cytochrome c peroxidase (MauG) (PDB:1EB7),1,0
200,"Poly-D-alanine transfer protein DltD, involved in esterification of teichoic acids (DltD) (PDB:3BMA)",1,0
201,"ECF-type transporter of queuosine precursor, membrane (S) component (QueT) (PUBMED:21135102;31481610)",2,0
202,"Archaeal DNA polymerase II, large subunit (PolC) (PDB:6HMS)",0,1
203,"Type IV secretory pathway, TrbF component (TrbF)",0,0
204,Predicted hydrolase of the alpha/beta-hydrolase fold (YheT),0,1
205,"Glycyl-tRNA synthetase, class II (GRS1) (PDB:2PME)",1,0
206,Orotate phosphoribosyltransferase homolog (PyrE2),0,1
207,"Uncharacterized conserved protein YxeA, DUF1093 family (YxeA) (PDB:2K5Q)",0,1
208,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),0,1
209,"Uncharacterized protein, contains Mth938-like domain",1,0
210,Zn-dependent protease with chaperone function (HtpX) (PDB:2YPT),0,0
211,"23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family (RlhA) (PDB:5D88) (PUBMED:31253794;31358606)",1,0
212,Inosine-uridine nucleoside N-ribohydrolase (URH1) (PDB:1EZR),0,0
213,"Uncharacterized conserved protein YozE, UPF0346 family (YozE) (PDB:2FJ6)",0,1
214,Cu/Zn superoxide dismutase (SodC) (PDB:1ESO),1,0
215,"Metal-dependent hydrolase, beta-lactamase superfamily II (PDB:2P4Z)",1,0
216,Predicted small metal-binding protein,1,0
217,"Periplasmic chaperone for outer membrane proteins, Skp family (HlpA) (PDB:1SG2)",1,0
218,Choline kinase (PDB:4MND),0,0
219,SigmaK-processing regulatory protein BofA (Bypass-of-forespore protein A) (BofA) (PUBMED:11959848;15087499),1,0
220,Catalase (KatE) (PDB:6RJR),0,0
