,feature_name,cultured_feature_counts,uncultured_feature_counts
0,Photosystem I,4,0
1,Pyrimidine salvagetRNA modification,2,0
2,Pentose phosphate pathway,1,1
3,Glycine cleavagePyruvate oxidation,1,0
4,Methionine biosynthesis,2,1
5,tRNA modification,2,1
6,Ribosome 30S subunit,2,0
7,Thymidylate biosynthesis,1,0
8,"Histidine biosynthesis, Purine biosynthesis",1,0
9,Lysine biosynthesisTCA cycle,2,0
10,RNA polymerase,4,0
11,Translation factors,3,1
12,"TCA cycle, glyoxylate bypass",2,0
13,Proline biosynthesis,3,0
14,FoF1-type ATP synthase,1,0
15,Pyridoxal phosphate biosynthesis,2,0
16,Archaeal ribosomal proteins,2,0
17,Ubiquinone biosynthesis,1,0
18,Pyrimidine salvage,2,1
19,Glycolysis,2,0
20,Fatty acid biosynthesis,0,1
21,Pyruvate oxidation,1,0
22,Pantothenate/CoA biosynthesis,2,0
23,Purine salvage,2,0
24,Glutamine biosynthesis,1,0
25,Biotin biosynthesis,6,1
26,NADH dehydrogenase,1,1
27,Serine biosynthesis,1,1
28,TCA cycle,2,0
29,Mureine biosynthesis,1,1
30,Heme biosynthesis,2,0
31,Isoprenoid biosynthesis,2,0
32,16S rRNA modification,2,0
33,Phospholipid biosynthesis,2,0
34,Histidine biosynthesis,1,1
35,Non-phosphorylated Entner-Doudoroff pathway,2,0
36,23S rRNA modification,2,0
37,Photosystem II,2,0
38,Gluconeogenesis,3,1
39,Molybdopterin biosynthesis,1,0
40,Menaquinone biosynthesis,1,1
41,Ribosome 50S subunit,1,0
42,Lipoate biosynthesis,2,0
43,Threonine biosynthesis,2,1
44,CRISPR-Cas system,3,0
45,Arginine biosynthesis,7,0
46,Aminoacyl-tRNA synthetases,2,0
47,Lysine biosynthesis,2,0
48,Purine biosynthesis,2,0
49,Cobalamine/B12 biosynthesis,2,0
50,Folate biosynthesis,0,1
51,Riboflavin/FAD biosynthesis,2,0
52,Na+-translocating Fd:NADH oxidoreductase,2,0
53,Pyrimidine biosynthesis,1,1
54,Lipid A biosynthesis,2,0
55,A/V-type ATP synthase,1,0
56,Cysteine biosynthesis,3,0
57,2Fe2S,1,2
58,Thiamine biosynthesis,1,0
59,Entner-Doudoroff pathway,2,0
60,"Isoleucine, leucine, valine biosynthesis",2,0
61,Proline degradation,1,0
62,Glycine cleavage,1,1
63,NAD biosynthesis,8,0
64,Na+-translocating NADH dehydrogenase,1,0
65,Pyrimidine degradation,1,0
66,Asparagine biosynthesis,2,0
67,Urea cycle,1,0
68,Aromatic amino acid biosynthesis,2,0
