,feature_name,cultured_feature_counts,uncultured_feature_counts
0,16S rRNA modification,5,1
1,Proline biosynthesis,3,2
2,Thiamine biosynthesis,2,5
3,Purine biosynthesis,3,3
4,Photosystem I,2,2
5,Glutamine biosynthesis,3,4
6,Menaquinone biosynthesis,2,4
7,Lipoate biosynthesis,3,3
8,Heme biosynthesis,3,3
9,Lysine biosynthesisTCA cycle,2,4
10,Na+-translocating Fd:NADH oxidoreductase,5,1
11,Fatty acid biosynthesis,4,3
12,Asparagine biosynthesis,2,4
13,Cobalamine/B12 biosynthesis,3,3
14,Pyridoxal phosphate biosynthesis,3,3
15,3D,6,2
16,Riboflavin/FAD biosynthesis,3,3
17,RNA polymerase,1,3
18,Gluconeogenesis,1,3
19,Glycolysis,5,1
20,Glycine cleavagePyruvate oxidation,2,5
21,2Fe2S,3,2
22,Ribosome 50S subunit,4,3
23,Pyrimidine degradation,3,4
24,NADH dehydrogenase,4,2
25,Histidine biosynthesis,3,3
26,Pyruvate oxidation,2,5
27,tRNA modification,2,3
28,Mureine biosynthesis,4,2
29,Pentose phosphate pathway,3,3
30,Entner-Doudoroff pathway,2,4
31,Na+-translocating NADH dehydrogenase,4,3
32,Pyrimidine salvagetRNA modification,4,2
33,Isoprenoid biosynthesis,1,5
34,Threonine biosynthesis,3,2
35,Proline degradation,3,4
36,"TCA cycle, glyoxylate bypass",2,4
37,Urea cycle,3,4
38,Archaeal ribosomal proteins,3,3
39,Ubiquinone biosynthesis,3,4
40,Folate biosynthesis,3,4
41,Photosystem II,4,2
42,Biotin biosynthesis,0,1
43,FoF1-type ATP synthase,2,5
44,"Isoleucine, leucine, valine biosynthesis",5,1
45,Methionine biosynthesis,2,3
46,TCA cycle,4,2
47,"Histidine biosynthesis, Purine biosynthesis",5,2
48,A/V-type ATP synthase,7,0
49,Translation factors,2,2
50,Lipid A biosynthesis,4,2
51,Molybdopterin biosynthesis,4,3
52,CRISPR-Cas system,1,4
53,Pyrimidine salvage,3,2
54,Ribosome 30S subunit,2,4
55,Thymidylate biosynthesis,6,1
56,Lysine biosynthesis,2,4
57,Serine biosynthesis,2,4
58,Cysteine biosynthesis,5,0
59,Aminoacyl-tRNA synthetases,1,5
60,23S rRNA modification,3,3
61,Purine salvage,1,5
62,Non-phosphorylated Entner-Doudoroff pathway,5,1
63,Glycine cleavage,1,5
64,Phospholipid biosynthesis,2,4
65,Arginine biosynthesis,1,0
66,Aromatic amino acid biosynthesis,2,4
67,Pantothenate/CoA biosynthesis,4,2
68,Pyrimidine biosynthesis,1,5
