,feature_name,cultured_feature_counts,uncultured_feature_counts
0,NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains (NhaP2),0,1
1,Nitrogen fixation protein FixH (FixH),0,1
2,Ascorbate-specific PTS system IIC component UlaA (UlaA) (PDB:4RP8),0,1
3,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (IspF) (PDB:1GX1)",1,1
4,Predicted transglutaminase-like protein (PDB:4FGO),0,1
5,Uncharacterized sporulation membrane protein YtrH/SpoVIGA (YtrH) (PUBMED:12662922;15547282),0,1
6,Glycine cleavage system protein H (lipoate-binding) (GcvH) (PDB:1DXM),0,1
7,ESX protein secretion system component YukC (YukC) (PDB:2YNQ) (PUBMED:24798022),2,0
8,Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473),1,0
9,Glycerol-3-phosphate dehydrogenase (GlpA) (PDB:2RGH),1,0
10,"c-di-AMP synthetase DisA, contains DisA_N, linker and DNA-binding domains (DisA) (PDB:3C1Y)",1,0
11,Uncharacterized conserved protein YaaN involved in tellurite resistance (YaaN),1,0
12,"ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA (ZnuA) (PDB:1K0F)",1,1
13,"DNA topoisomerase I, ssDNA-binding Zn-finger and Zn-ribbon domains (YrdD) (PDB:1YUA)",1,0
14,"Prolyl endopeptidase PreP, S9A serine peptidase family (PreP) (PDB:1E5T)",2,1
15,"Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain (YabN)",0,1
16,Riboflavin transporter FmnP (FmnP) (PDB:3P5N),1,0
17,Nucleoside diphosphate kinase (Ndk) (PDB:1B4S),2,1
18,"Multisubunit Na+/H+ antiporter, MnhB subunit (MnhB)",1,1
19,"Uncharacterized protein CoxE, contains von Willebrand factor type A (vWA) domain (CoxE)",1,0
20,"DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)",1,0
21,Mu-like prophage FluMu protein gp41 (gp41),0,1
22,"Mn-dependent transcriptional regulator MntR, DtxR family (MntR) (PDB:1B1B)",2,0
23,"MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity (MraZ) (PDB:1N0E)",0,1
24,Predicted ATP-dependent protease (LonB) (PDB:3K1J),1,0
25,"Penicillin V acylase or related amidase, Ntn superfamily (YxeI) (PDB:2BJF)",2,1
26,"Barstar, RNAse (barnase) inhibitor (BarS) (PDB:1A19)",1,0
27,DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation) (PaaX),1,1
28,NADH:ubiquinone oxidoreductase subunit 6 (chain J) (NuoJ) (PDB:4HE8),1,1
29,"Phosphoaspartate phosphatase CheC, specific for CheY-P (CheC) (PDB:2F9Z)",0,2
30,"ABC-type phosphate transport system, ATPase component (PstB)",1,0
31,"Uncharacterized membrane protein YfbV, UPF0208 family (YfbV)",0,1
32,Catalase (KatE) (PDB:6RJR),0,1
33,Ribosomal protein L36 (RpmJ) (PDB:1DFE) (PUBMED:21627333),1,0
34,"Phosphoenolpyruvate carboxykinase, ATP-dependent (PckA) (PDB:1AQ2)",1,0
35,"Phosphotransferase system, mannitol-specific IIBC component (MtlA) (PDB:1VRV)",0,1
36,"Uncharacterized stress-responsive protein, TANGO2 (Transport and Golgi organisation 2) family, contains NRDE motif (Tango2) (PUBMED:26631869)",1,3
37,"Uncharacterized conserved protein YneF, UPF0154 family (YneF)",0,2
38,Histidinol phosphatase or related hydrolase of the PHP family (HIS2) (PDB:1M65),4,0
39,Uncharacterized sporulation protein YtxC (YtxC) (PUBMED:3027671;8969504;9387221),0,1
40,"Uncharacterized conserved protein, contains SnoaL-like domain (SnoaL) (PDB:2K54)",0,1
