,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance
0,Proteobacteria,Photosystem II,0.9681213470894063,0.45502762658357215,0.8388039266205576,1.097438767558255,50,True,0.03466788339670401
1,Proteobacteria,Molybdopterin biosynthesis,-1.1802074056963097,0.49911790478266055,-1.32205514457081,-1.0383596668218094,50,True,0.026256899028305487
2,Proteobacteria,Pyruvate oxidation,0.6107941241415737,0.40027500228519064,0.4970372273080218,0.7245510209751257,46,True,0.025822636248416114
3,Proteobacteria,Riboflavin/FAD biosynthesis,-0.8344548622575343,0.6472593348851722,-1.0184039296804992,-0.6505057948345694,42,True,0.002633003802280598
4,Proteobacteria,Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0
5,Proteobacteria,Ubiquinone biosynthesis,0.0,0.0,,,0,False,0.0
6,Proteobacteria,Pyrimidine biosynthesis,-5.503106445466922,2.1659607313415212,-6.118665673632737,-4.8875472173011065,50,True,0.0
7,Proteobacteria,"Histidine biosynthesis, Purine biosynthesis",-0.013547153734180103,0.06980379145915917,-0.03338517174249111,0.006290864274130904,2,False,0.0
8,Proteobacteria,Ribosome 50S subunit,0.0,0.0,,,0,False,0.0
9,Proteobacteria,Pyrimidine degradation,0.0,0.0,,,0,False,0.0
10,Proteobacteria,Lysine biosynthesis,0.5756987632221376,0.6178129806130191,0.400118257078138,0.7512792693661373,40,True,-0.00021027460921156185
11,Proteobacteria,Phospholipid biosynthesis,0.31211706369453823,0.3912634699181505,0.2009212160195326,0.42331291136954385,36,True,-0.00645451626531468
12,Proteobacteria,Pentose phosphate pathway,0.05259975785708176,0.3576692611845178,-0.0490487213455009,0.15424823705966442,31,False,-0.016963675538657224
13,Proteobacteria,Mureine biosynthesis,-0.027081048348157694,0.33495693603509225,-0.12227475617075682,0.06811265947444144,11,False,-0.01813847063793972
14,Proteobacteria,Urea cycle,0.17827908489189692,0.33145259379012265,0.08408130011459061,0.27247686966920326,35,True,-0.024835259822561778
15,Proteobacteria,Serine biosynthesis,-0.0645650937774847,0.4437270251080199,-0.1906709188459903,0.06154073129102089,28,False,-0.03774429235318877
16,Proteobacteria,Proline biosynthesis,0.1616389003910563,0.3367627472902099,0.06593198668880815,0.2573458140933045,36,True,-0.03775800591466094
17,Proteobacteria,A/V-type ATP synthase,2.1553039875242277,0.25277117916960706,2.0834672133386514,2.227140761709804,50,True,-0.039120219687370415
18,Proteobacteria,Proline degradation,-0.08272395216141522,0.40166524573380735,-0.1968759518109185,0.03142804748808804,27,False,-0.04407995775243023
19,Proteobacteria,CRISPR-Cas system,-0.8764127333359495,0.4786294277936803,-1.0124377114839345,-0.7403877551879645,48,True,-0.06051794676806329
