,feature_name,cultured_feature_counts,uncultured_feature_counts
0,"1,4-Dihydroxy-2-naphthoyl-CoA synthase",25,0
1,Predicted ATP-binding protein involved in virulence,22,1
2,Cytosine/uracil/thiamine/allantoin permease,24,0
3,Anti-sigma-K factor RskA,24,0
4,NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains,24,0
5,"DNA-binding transcriptional regulator, ArsR family",22,3
6,Signal transduction histidine kinase NtrY involved in nitrogen fixation and metabolism regulation,24,0
7,"Transcription elongation factor Elf1, contains Zn-ribbon domain",24,0
8,"Uncharacterized conserved protein YukJ, DUF2278 family",24,0
9,Fibrillarin-like rRNA 2'-O-methylase NOP1,25,0
10,Gluconate kinase,23,0
11,"Glycyl-tRNA synthetase, alpha subunit",23,0
12,"YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis",21,0
13,"Predicted subunit of tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain",25,0
14,"DNA-directed RNA polymerase, subunit K/omega",24,0
15,Predicted metal-binding membrane protein,23,0
16,"Uncharacterized conserved protein, DUF2248 family",24,0
17,DNA-cytosine methylase,24,1
18,Predicted glycosyltransferase,20,0
19,Uncharacterized conserved protein YcfL,23,0
20,"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold",21,0
21,"Membrane-associated enzyme, PAP2 (acid phosphatase) superfamily",25,0
22,"Uncharacterized conserved protein, DUF483 domain",25,0
23,"Thiamin phosphate synthase YjbQ, UPF0047 family",25,0
24,Uncharacterized conserved protein YtzB,23,1
25,Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases,25,0
26,"Predicted phosphohydrolase or phosphomutase, AlkP superfamily",21,0
27,"Uncharacterized conserved protein, DUF849 family",21,3
28,"ssDNA-binding replication factor A, large subunit",23,1
29,Ribosome biogenesis GTPase RbgA,25,0
30,"Uncharacterized protein, contains DUF1214 domain",22,0
31,"Uncharacterized protein, contains SRPBCC domain",24,0
32,"Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family",23,0
33,"Uncharacterized conserved protein, DUF971 family",20,0
34,"Adenylate cyclase, class I",24,0
35,"Uncharacterized conserved protein, DUF736 family",21,0
36,Adenine-specific DNA methylase,24,0
37,"Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component",25,0
38,"Uncharacterized conserved protein, DUF2087 family",23,0
39,"Mevalonate 5-phosphate dehydratase subunit 2, swiveling domain (modified mevalonate pathway)",22,0
40,NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific assembly factor CRR6,18,0
41,"Predicted transglycosylase, contains SLT domain",22,1
42,Fic family protein,24,0
43,"CubicO group peptidase, beta-lactamase class C family",24,0
44,Hypoxanthine-guanine phosphoribosyltransferase,22,1
45,"ACT domain-containing protein, UPF0735 family",23,1
46,"Predicted endonuclease, RecB family",21,1
47,DNA mismatch repair ATPase MutL,25,0
48,"Uncharacterized conserved protein, DUF1778 family",24,1
49,"ATP-dependent Clp protease, ATP-binding subunit ClpA",24,0
50,"Uncharacterized membrane protein, DUF2127 domain",25,0
51,"Endo-beta-1,2-glucanase, glucoamylase superfamily",23,0
52,Enoyl reductase domain of yeast-type fatty acid synthase,20,0
53,Molybdenum cofactor biosynthesis enzyme MoaC,23,0
54,"Uncharacterized conserved protein, contains ferredoxin domain",23,1
55,"Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...",23,1
56,"Predicted membrane chloride channel, bestrophin family",24,0
57,Predicted hydrolase of the alpha/beta-hydrolase fold,23,1
58,Phosphosulfolactate phosphohydrolase or related enzyme,25,0
59,"3-phenylpropionate/cinnamic acid dioxygenase, small subunit",24,0
60,"Uncharacterized protein, contains DUF2293 domain",23,0
61,RNA 3'-terminal phosphate cyclase,24,0
62,"Cyclic di-AMP phosphodiesterase GdpP, contains GGDEF-like and DHH domains",24,1
63,"Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family",23,1
64,Transposase InsA,24,0
65,"NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase",23,0
66,"Uncharacterized conserved protein, DUF779 family",22,1
67,"Ribose 1,5-bisphosphate kinase PhnN",25,0
68,Exonuclease III,21,0
69,Biopolymer transport protein ExbD,23,0
70,rRNA maturation endonuclease Nob1,24,0
71,"Thiamin-binding stress-response protein YqgV, UPF0045 family",25,0
72,Heat shock protein HspQ,22,0
73,MoxR-like ATPase,24,1
74,"Uncharacterized conserved protein, DUF473 domain",23,1
75,"CRISPR-Cas system type III CMR-effector complex subunit Cmr4, RAMP superfamily Cas7 group",24,0
76,"Regulator of protease activity HflC, stomatin/prohibitin superfamily",25,0
77,Archaeal S-adenosylmethionine synthetase,24,0
78,"Endo alpha-1,4 polygalactosaminidase, GH114 family (was erroneously annotated as Cys-tRNA synthetase)",24,1
79,Type IV pilus assembly protein PilZ,20,1
80,tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE,22,0
81,"Predicted periplasmic protein YdeI with OB-fold, BOF family",24,0
82,RNA polymerase-binding transcription factor DksA,24,0
83,Heme oxygenase,24,0
84,"ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA",24,1
85,"Mevalonate 5-phosphate dehydratase subunit 1, aconitase superfamily (modified mevalonate pathway)",25,0
86,Archaeal/vacuolar-type H+-ATPase subunit D/Vma8,19,0
87,"Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific",22,0
88,Voltage-gated potassium channel Kch,19,0
89,"CTP-dependent cyclometallase, nickel-pincer nucleotide (NPN) cofactor biosynthesis",23,0
90,cAMP phosphodiesterase,21,1
91,Glycine/D-amino acid oxidase (deaminating),24,0
92,"Uncharacterized beta-barrel protein YwiB, DUF1934 family",24,0
93,"DNA-binding transcriptional regulator GbsR, MarR family",23,0
94,Large-conductance mechanosensitive channel,25,0
95,"Uncharacterized conserved protein, conains N-terminal glutamine amidotransferase (GATase1)-like domain",22,0
96,"Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein",24,0
97,"Uncharacterized conserved protein YbbK, DUF523 family",22,1
98,PAS domain,23,1
99,Twin-arginine protein secretion pathway components TatA and TatB,25,0
100,"Uncharacterized Zn-finger protein, UBP-type",25,0
101,Mg2+/citrate symporter,23,0
102,"HEPN domain protein, predicted toxin of MNT-HEPN system",25,0
103,"Uncharacterized conserved protein GguC, FAA hydrolase family",25,0
104,Lysozyme inhibitor LprI,25,0
105,Ribosomal protein L35,25,0
106,Transcription antitermination protein NusB,24,0
107,Restriction endonuclease Mrr,25,0
108,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain",25,0
109,tRNA (Thr-GGU) A37 N6-methylase,23,1
110,"ABC-type hemin transport system, periplasmic component",24,0
111,Gamma-glutamylcysteine synthetase,25,0
112,"Membrane component of predicted Mg2+ transport system, contains DUF4010 domain",24,1
113,"Predicted  nucleic acid-binding protein, contains Zn-ribbon domain (includes truncated derivatives)",25,0
114,Small nuclear ribonucleoprotein (snRNP) homolog,24,0
115,Ribosomal protein L12E/L44/L45/RPP1/RPP2,23,1
116,Tubulin,23,0
117,"Transposase, IS1182 family",24,0
118,"Phage terminase, small subunit",23,0
119,"CRISPR-Cas system-associated protein Csm6, contains CARF domain",22,2
120,"Sulfur transfer complex TusBCD TusE component, DsrC family (tRNA 2-thiouridine synthesizing protein C)",19,0
121,"ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation",18,1
122,"Uncharacterized conserved protein, DUF2286 domain",23,0
123,RNA methyltransferase activator Trm112/YbaR,24,1
124,Exopolysaccharide synthesis protein ExoD,23,1
125,"Glucose dehydrogenase, PQQ-dependent",23,1
126,Predicted exporter,22,1
127,Antirestriction protein ArdC,24,0
128,2-keto-3-deoxy-galactonokinase,24,0
129,ATPase components of ABC transporters with duplicated ATPase domains,23,0
130,"Type III secretory pathway, EscU/YscU component",21,2
131,TPR-like repeat domain,22,2
132,"Bacteriophage DNA transposition protein, AAA+ family ATPase",25,0
133,UDP-N-acetylglucosamine pyrophosphorylase,25,0
134,CRISPR/Cas system-associated endonuclease Cas3-HD,22,1
135,Outer membrane receptor for Fe3+-dicitrate,23,0
136,"Membrane protease YdiL, CAAX protease family",23,0
137,Ribulose kinase,19,3
138,"Predicted oxidoreductase, contains short-chain dehydrogenase (SDR) and DUF2520 domains",24,0
139,Transcription-repair coupling factor (superfamily II helicase),23,0
140,Di- and tricarboxylate antiporter,24,1
141,PII-like signaling protein,20,1
142,"Uncharacterized conserved protein, DUF2321 domain",25,0
143,Epoxyqueuosine reductase QueG (queuosine biosynthesis),23,0
144,"Cobyrinic acid a,c-diamide synthase",24,0
145,"Phosphoglycolate phosphatase, HAD superfamily",25,0
146,"Uncharacterized conserved protein, DUF4415 family",24,0
