,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,lower_90,upper_90,t-statistic,p-value
0,Deinococcota,FoF1-type ATP synthase,-3.025180111478128,1.184383005902661,,,50,True,0.2231138975966561,-3.3059974417238043,-2.7443627812324505,-18.06109476812828,2.6547323356499804e-23
1,Deinococcota,Archaeal ribosomal proteins,1.0351046931571757,0.93654834637774,,,41,True,0.1842925809822358,0.8130489857001444,1.2571604006142063,7.815181678557455,3.665854151254516e-10
2,Deinococcota,Unknown,1.097673497418184,0.9486770286391076,,,40,True,0.1714022988505745,0.8727420781727695,1.3226049166635985,8.181629259713223,1.0093539601108595e-10
3,Deinococcota,Cysteine biosynthesis,-0.7167639103574552,0.7424450833579619,,,37,True,0.0442884012539183,-0.8927977145606091,-0.5407301061543015,-6.826479599423535,1.2319820937209877e-08
4,Deinococcota,Na+-translocating Fd:NADH oxidoreductase,0.4540872230311871,0.7567199134871108,,,22,True,0.0420480668756531,0.2746688551635766,0.6335055908987977,4.243157196377782,9.761094250863174e-05
5,Deinococcota,Glutamine biosynthesis,0.4846695678955197,0.6666356268445564,,,24,True,0.0416635318704283,0.3266101934835511,0.6427289423074883,5.140936432033633,4.762479639440061e-06
6,Deinococcota,Glycine cleavagePyruvate oxidation,0.555569357786817,0.8473544809484239,,,23,True,0.0305287356321837,0.3546615248258941,0.7564771907477399,4.636157229862163,2.6604463538807136e-05
7,Deinococcota,Proline degradation,0.1084356244473298,0.3237612742881297,,,7,True,0.0221859979101356,0.031671793634645,0.1851994552600145,2.368274758539147,0.021860208743360462
8,Deinococcota,Threonine biosynthesis,1.1712676684276464,1.071621617379586,,,37,True,0.0182236154649946,0.9171860747824048,1.4253492620728878,7.728579729055422,4.978740324326807e-10
9,Deinococcota,Aromatic amino acid biosynthesis,0.5460531745521584,0.8429882892633954,,,22,True,0.0175715778474396,0.3461805660804589,0.7459257830238578,4.580347171271658,3.2073829525334114e-05
10,Deinococcota,Arginine biosynthesis,-0.2961208660596351,0.5273585285024659,,,18,True,0.0175047021943572,-0.4211576263967065,-0.1710841057225638,-3.9705259538743247,0.00023442396837577964
11,Deinococcota,Methionine biosynthesis,0.2654730386347068,0.5872535731743286,,,14,True,0.0153814002089864,0.1262351571604073,0.4047109201090061,3.1965371419728204,0.002436051554844193
12,Deinococcota,Glycine cleavage,-0.1736932663449911,0.3380616281087009,,,18,True,0.014612330198537,-0.253847712491945,-0.0935388201980372,-3.633056113647205,0.0006698076184050935
